"Time","mYWW","mYHW","mYRW","mYHH","mYHR","mYRR","myWW","myHW","myRW","myHH","myHR","myRR","fXWW","fXHW","fXRW","fXHH","fXHR","fXRR"
12230,0,0,0,0,0,0,0,0,0,0,0,0,2642,441,0,0,0,0
12231,0,0,0,0,0,0,0,0,0,0,0,0,2608,445,0,0,0,0
12232,0,0,0,0,0,0,0,0,0,0,0,0,2630,430,0,0,0,0
12233,0,0,0,0,0,0,0,0,0,0,0,0,2649,412,0,0,0,0
12234,0,0,0,0,0,0,0,0,0,0,0,0,2585,417,0,0,0,0
12235,0,0,0,0,0,0,0,0,0,0,0,0,2579,428,0,0,0,0
12236,0,0,0,0,0,0,0,0,0,0,0,0,2542,440,0,0,0,0
12237,0,0,0,0,0,0,0,0,0,0,0,0,2573,438,0,0,0,0
12238,0,0,0,0,0,0,0,0,0,0,0,0,2572,435,0,0,0,0
12239,0,0,0,0,0,0,0,0,0,0,0,0,2562,443,0,0,0,0
12240,0,0,0,0,0,0,0,0,0,0,0,0,2515,434,0,0,0,0
12241,0,0,0,0,0,0,0,0,0,0,0,0,2547,428,0,0,0,0
12242,0,0,0,0,0,0,0,0,0,0,0,0,2564,443,0,0,0,0
12243,0,0,0,0,0,0,0,0,0,0,0,0,2559,455,0,0,0,0
12244,0,0,0,0,0,0,0,0,0,0,0,0,2554,477,0,0,0,0
12245,0,0,0,0,0,0,0,0,0,0,0,0,2572,466,0,0,0,0
12246,0,0,0,0,0,0,0,0,0,0,0,0,2566,478,0,0,0,0
12247,0,0,0,0,0,0,0,0,0,0,0,0,2614,468,0,0,0,0
12248,0,0,0,0,0,0,0,0,0,0,0,0,2634,456,0,0,0,0
12249,0,0,0,0,0,0,0,0,0,0,0,0,2606,453,0,0,0,0
12250,0,0,0,0,0,0,0,0,0,0,0,0,2585,459,0,0,0,0
12251,0,0,0,0,0,0,0,0,0,0,0,0,2633,453,0,0,0,0
12252,0,0,0,0,0,0,0,0,0,0,0,0,2670,457,0,0,0,0
12253,0,0,0,0,0,0,0,0,0,0,0,0,2695,470,0,0,0,0
12254,0,0,0,0,0,0,0,0,0,0,0,0,2688,470,0,0,0,0
12255,0,0,0,0,0,0,0,0,0,0,0,0,2666,462,0,0,0,0
12256,0,0,0,0,0,0,0,0,0,0,0,0,2703,464,0,0,0,0
12257,0,0,0,0,0,0,0,0,0,0,0,0,2665,454,0,0,0,0
12258,0,0,0,0,0,0,0,0,0,0,0,0,2672,443,0,0,0,0
12259,0,0,0,0,0,0,0,0,0,0,0,0,2653,431,0,0,0,0
12260,0,0,0,0,0,0,0,0,0,0,0,0,2670,434,0,0,0,0
12261,0,0,0,0,0,0,0,0,0,0,0,0,2662,431,0,0,0,0
12262,0,0,0,0,0,0,0,0,0,0,0,0,2686,435,0,0,0,0
12263,0,0,0,0,0,0,0,0,0,0,0,0,2725,437,0,0,0,0
12264,0,0,0,0,0,0,0,0,0,0,0,0,2729,430,0,0,0,0
12265,0,0,0,0,0,0,0,0,0,0,0,0,2712,449,0,0,0,0
12266,0,0,0,0,0,0,0,0,0,0,0,0,2656,454,0,0,0,0
12267,0,0,0,0,0,0,0,0,0,0,0,0,2608,458,0,0,0,0
12268,0,0,0,0,0,0,0,0,0,0,0,0,2604,454,0,0,0,0
12269,0,0,0,0,0,0,0,0,0,0,0,0,2594,453,0,0,0,0
12270,0,0,0,0,0,0,0,0,0,0,0,0,2587,443,0,0,0,0
12271,0,0,0,0,0,0,0,0,0,0,0,0,2568,464,0,0,0,0
12272,0,0,0,0,0,0,0,0,0,0,0,0,2539,476,0,0,0,0
12273,0,0,0,0,0,0,0,0,0,0,0,0,2498,466,0,0,0,0
12274,0,0,0,0,0,0,0,0,0,0,0,0,2461,462,0,0,0,0
12275,0,0,0,0,0,0,0,0,0,0,0,0,2427,457,0,0,0,0
12276,0,0,0,0,0,0,0,0,0,0,0,0,2427,460,0,0,0,0
12277,0,0,0,0,0,0,0,0,0,0,0,0,2449,475,0,0,0,0
12278,0,0,0,0,0,0,0,0,0,0,0,0,2425,462,0,0,0,0
12279,0,0,0,0,0,0,0,0,0,0,0,0,2458,474,0,0,0,0
12280,0,0,0,0,0,0,0,0,0,0,0,0,2430,464,0,0,0,0
12281,0,0,0,0,0,0,0,0,0,0,0,0,2461,451,0,0,0,0
12282,0,0,0,0,0,0,0,0,0,0,0,0,2465,469,0,0,0,0
12283,0,0,0,0,0,0,0,0,0,0,0,0,2456,470,0,0,0,0
12284,0,0,0,0,0,0,0,0,0,0,0,0,2464,459,0,0,0,0
12285,0,0,0,0,0,0,0,0,0,0,0,0,2459,482,0,0,0,0
12286,0,0,0,0,0,0,0,0,0,0,0,0,2487,495,0,0,0,0
12287,0,0,0,0,0,0,0,0,0,0,0,0,2495,501,0,0,0,0
12288,0,0,0,0,0,0,0,0,0,0,0,0,2494,498,0,0,0,0
12289,0,0,0,0,0,0,0,0,0,0,0,0,2550,490,0,0,0,0
12290,0,0,0,0,0,0,0,0,0,0,0,0,2539,485,0,0,0,0
12291,0,0,0,0,0,0,0,0,0,0,0,0,2526,485,0,0,0,0
12292,0,0,0,0,0,0,0,0,0,0,0,0,2499,477,0,0,0,0
12293,0,0,0,0,0,0,0,0,0,0,0,0,2482,459,0,0,0,0
12294,0,0,0,0,0,0,0,0,0,0,0,0,2497,457,0,0,0,0
12295,0,0,0,0,0,0,0,0,0,0,0,0,2517,480,0,0,0,0
12296,0,0,0,0,0,0,0,0,0,0,0,0,2514,477,0,0,0,0
12297,0,0,0,0,0,0,0,0,0,0,0,0,2500,487,0,0,0,0
12298,0,0,0,0,0,0,0,0,0,0,0,0,2480,473,0,0,0,0
12299,0,0,0,0,0,0,0,0,0,0,0,0,2487,474,0,0,0,0
12300,0,0,0,0,0,0,0,0,0,0,0,0,2502,484,0,0,0,0
12301,0,0,0,0,0,0,0,0,0,0,0,0,2508,487,0,0,0,0
12302,0,0,0,0,0,0,0,0,0,0,0,0,2486,487,0,0,0,0
12303,0,0,0,0,0,0,0,0,0,0,0,0,2494,482,0,0,0,0
12304,0,0,0,0,0,0,0,0,0,0,0,0,2521,471,0,0,0,0
12305,0,0,0,0,0,0,0,0,0,0,0,0,2545,459,0,0,0,0
12306,0,0,0,0,0,0,0,0,0,0,0,0,2542,467,0,0,0,0
12307,0,0,0,0,0,0,0,0,0,0,0,0,2545,466,0,0,0,0
12308,0,0,0,0,0,0,0,0,0,0,0,0,2565,468,0,0,0,0
12309,0,0,0,0,0,0,0,0,0,0,0,0,2611,459,0,0,0,0
12310,0,0,0,0,0,0,0,0,0,0,0,0,2589,462,0,0,0,0
12311,0,0,0,0,0,0,0,0,0,0,0,0,2624,453,0,0,0,0
12312,0,0,0,0,0,0,0,0,0,0,0,0,2658,440,0,0,0,0
12313,0,0,0,0,0,0,0,0,0,0,0,0,2706,443,0,0,0,0
12314,0,0,0,0,0,0,0,0,0,0,0,0,2703,433,0,0,0,0
12315,0,0,0,0,0,0,0,0,0,0,0,0,2672,429,0,0,0,0
12316,0,0,0,0,0,0,0,0,0,0,0,0,2669,428,0,0,0,0
12317,0,0,0,0,0,0,0,0,0,0,0,0,2671,438,0,0,0,0
12318,0,0,0,0,0,0,0,0,0,0,0,0,2643,432,0,0,0,0
12319,0,0,0,0,0,0,0,0,0,0,0,0,2684,447,0,0,0,0
12320,0,0,0,0,0,0,0,0,0,0,0,0,2670,418,0,0,0,0
12321,0,0,0,0,0,0,0,0,0,0,0,0,2663,432,0,0,0,0
12322,0,0,0,0,0,0,0,0,0,0,0,0,2620,431,0,0,0,0
12323,0,0,0,0,0,0,0,0,0,0,0,0,2602,441,0,0,0,0
12324,0,0,0,0,0,0,0,0,0,0,0,0,2585,452,0,0,0,0
12325,0,0,0,0,0,0,0,0,0,0,0,0,2628,466,0,0,0,0
12326,0,0,0,0,0,0,0,0,0,0,0,0,2638,467,0,0,0,0
12327,0,0,0,0,0,0,0,0,0,0,0,0,2679,466,0,0,0,0
12328,0,0,0,0,0,0,0,0,0,0,0,0,2704,475,0,0,0,0
12329,0,0,0,0,0,0,0,0,0,0,0,0,2708,490,0,0,0,0
12330,0,0,0,0,0,0,0,0,0,0,0,0,2675,480,0,0,0,0
12331,0,0,0,0,0,0,0,0,0,0,0,0,2658,473,0,0,0,0
12332,0,0,0,0,0,0,0,0,0,0,0,0,2662,471,0,0,0,0
12333,0,0,0,0,0,0,0,0,0,0,0,0,2739,480,0,0,0,0
12334,0,0,0,0,0,0,0,0,0,0,0,0,2705,477,0,0,0,0
12335,0,0,0,0,0,0,0,0,0,0,0,0,2737,469,0,0,0,0
12336,0,0,0,0,0,0,0,0,0,0,0,0,2713,464,0,0,0,0
12337,0,0,0,0,0,0,0,0,0,0,0,0,2718,443,0,0,0,0
12338,0,0,0,0,0,0,0,0,0,0,0,0,2755,435,0,0,0,0
12339,0,0,0,0,0,0,0,0,0,0,0,0,2752,440,0,0,0,0
12340,0,0,0,0,0,0,0,0,0,0,0,0,2728,442,0,0,0,0
12341,0,0,0,0,0,0,0,0,0,0,0,0,2734,426,0,0,0,0
12342,0,0,0,0,0,0,0,0,0,0,0,0,2739,426,0,0,0,0
12343,0,0,0,0,0,0,0,0,0,0,0,0,2759,412,0,0,0,0
12344,0,0,0,0,0,0,0,0,0,0,0,0,2709,410,0,0,0,0
12345,0,0,0,0,0,0,0,0,0,0,0,0,2693,412,0,0,0,0
12346,0,0,0,0,0,0,0,0,0,0,0,0,2693,419,0,0,0,0
12347,0,0,0,0,0,0,0,0,0,0,0,0,2677,412,0,0,0,0
12348,0,0,0,0,0,0,0,0,0,0,0,0,2662,387,0,0,0,0
12349,0,0,0,0,0,0,0,0,0,0,0,0,2629,384,0,0,0,0
12350,0,0,0,0,0,0,0,0,0,0,0,0,2637,402,0,0,0,0
12351,0,0,0,0,0,0,0,0,0,0,0,0,2626,418,0,0,0,0
12352,0,0,0,0,0,0,0,0,0,0,0,0,2578,418,0,0,0,0
12353,0,0,0,0,0,0,0,0,0,0,0,0,2572,419,0,0,0,0
12354,0,0,0,0,0,0,0,0,0,0,0,0,2546,422,0,0,0,0
12355,0,0,0,0,0,0,0,0,0,0,0,0,2539,426,0,0,0,0
12356,0,0,0,0,0,0,0,0,0,0,0,0,2504,430,0,0,0,0
12357,0,0,0,0,0,0,0,0,0,0,0,0,2504,432,0,0,0,0
12358,0,0,0,0,0,0,0,0,0,0,0,0,2481,420,0,0,0,0
12359,0,0,0,0,0,0,0,0,0,0,0,0,2472,418,0,0,0,0
12360,0,0,0,0,0,0,0,0,0,0,0,0,2522,428,0,0,0,0
12361,0,0,0,0,0,0,0,0,0,0,0,0,2492,448,0,0,0,0
12362,0,0,0,0,0,0,0,0,0,0,0,0,2481,452,0,0,0,0
12363,0,0,0,0,0,0,0,0,0,0,0,0,2480,460,0,0,0,0
12364,0,0,0,0,0,0,0,0,0,0,0,0,2448,464,0,0,0,0
12365,0,0,0,0,0,0,0,0,0,0,0,0,2446,473,0,0,0,0
12366,0,0,0,0,0,0,0,0,0,0,0,0,2487,465,0,0,0,0
12367,0,0,0,0,0,0,0,0,0,0,0,0,2464,475,0,0,0,0
12368,0,0,0,0,0,0,0,0,0,0,0,0,2443,467,0,0,0,0
12369,0,0,0,0,0,0,0,0,0,0,0,0,2405,456,0,0,0,0
12370,0,0,0,0,0,0,0,0,0,0,0,0,2388,461,0,0,0,0
12371,0,0,0,0,0,0,0,0,0,0,0,0,2431,458,0,0,0,0
12372,0,0,0,0,0,0,0,0,0,0,0,0,2442,449,0,0,0,0
12373,0,0,0,0,0,0,0,0,0,0,0,0,2496,440,0,0,0,0
12374,0,0,0,0,0,0,0,0,0,0,0,0,2496,461,0,0,0,0
12375,0,0,0,0,0,0,0,0,0,0,0,0,2500,467,0,0,0,0
12376,0,0,0,0,0,0,0,0,0,0,0,0,2464,484,0,0,0,0
12377,0,0,0,0,0,0,0,0,0,0,0,0,2517,471,0,0,0,0
12378,0,0,0,0,0,0,0,0,0,0,0,0,2535,452,0,0,0,0
12379,0,0,0,0,0,0,0,0,0,0,0,0,2520,453,0,0,0,0
12380,0,0,0,0,0,0,0,0,0,0,0,0,2534,444,0,0,0,0
12381,0,0,0,0,0,0,0,0,0,0,0,0,2564,460,0,0,0,0
12382,0,0,0,0,0,0,0,0,0,0,0,0,2581,463,0,0,0,0
12383,0,0,0,0,0,0,0,0,0,0,0,0,2529,461,0,0,0,0
12384,0,0,0,0,0,0,0,0,0,0,0,0,2520,451,0,0,0,0
12385,0,0,0,0,0,0,0,0,0,0,0,0,2481,453,0,0,0,0
12386,0,0,0,0,0,0,0,0,0,0,0,0,2461,440,0,0,0,0
12387,0,0,0,0,0,0,0,0,0,0,0,0,2415,445,0,0,0,0
12388,0,0,0,0,0,0,0,0,0,0,0,0,2452,442,0,0,0,0
12389,0,0,0,0,0,0,0,0,0,0,0,0,2488,462,0,0,0,0
12390,0,0,0,0,0,0,0,0,0,0,0,0,2499,472,0,0,0,0
12391,0,0,0,0,0,0,0,0,0,0,0,0,2489,468,0,0,0,0
12392,0,0,0,0,0,0,0,0,0,0,0,0,2517,454,0,0,0,0
12393,0,0,0,0,0,0,0,0,0,0,0,0,2529,446,0,0,0,0
12394,0,0,0,0,0,0,0,0,0,0,0,0,2514,462,0,0,0,0
12395,0,0,0,0,0,0,0,0,0,0,0,0,2496,486,0,0,0,0
12396,0,0,0,0,0,0,0,0,0,0,0,0,2492,483,0,0,0,0
12397,0,0,0,0,0,0,0,0,0,0,0,0,2488,481,0,0,0,0
12398,0,0,0,0,0,0,0,0,0,0,0,0,2508,499,0,0,0,0
12399,0,0,0,0,0,0,0,0,0,0,0,0,2508,490,0,0,0,0
12400,0,0,0,0,0,0,0,0,0,0,0,0,2494,478,0,0,0,0
12401,0,0,0,0,0,0,0,0,0,0,0,0,2516,487,0,0,0,0
12402,0,0,0,0,0,0,0,0,0,0,0,0,2528,483,0,0,0,0
12403,0,0,0,0,0,0,0,0,0,0,0,0,2517,469,0,0,0,0
12404,0,0,0,0,0,0,0,0,0,0,0,0,2539,473,0,0,0,0
12405,0,0,0,0,0,0,0,0,0,0,0,0,2582,498,0,0,0,0
12406,0,0,0,0,0,0,0,0,0,0,0,0,2588,507,0,0,0,0
12407,0,0,0,0,0,0,0,0,0,0,0,0,2553,500,0,0,0,0
12408,0,0,0,0,0,0,0,0,0,0,0,0,2571,507,0,0,0,0
12409,0,0,0,0,0,0,0,0,0,0,0,0,2586,501,0,0,0,0
12410,0,0,0,0,0,0,0,0,0,0,0,0,2616,497,0,0,0,0
12411,0,0,0,0,0,0,0,0,0,0,0,0,2615,518,0,0,0,0
12412,0,0,0,0,0,0,0,0,0,0,0,0,2590,519,0,0,0,0
12413,0,0,0,0,0,0,0,0,0,0,0,0,2603,523,0,0,0,0
12414,0,0,0,0,0,0,0,0,0,0,0,0,2573,529,0,0,0,0
12415,0,0,0,0,0,0,0,0,0,0,0,0,2574,536,0,0,0,0
12416,0,0,0,0,0,0,0,0,0,0,0,0,2604,514,0,0,0,0
12417,0,0,0,0,0,0,0,0,0,0,0,0,2635,506,0,0,0,0
12418,0,0,0,0,0,0,0,0,0,0,0,0,2661,504,0,0,0,0
12419,0,0,0,0,0,0,0,0,0,0,0,0,2624,512,0,0,0,0
12420,0,0,0,0,0,0,0,0,0,0,0,0,2622,502,0,0,0,0
12421,0,0,0,0,0,0,0,0,0,0,0,0,2623,503,0,0,0,0
12422,0,0,0,0,0,0,0,0,0,0,0,0,2601,499,0,0,0,0
12423,0,0,0,0,0,0,0,0,0,0,0,0,2591,487,0,0,0,0
12424,0,0,0,0,0,0,0,0,0,0,0,0,2652,480,0,0,0,0
12425,0,0,0,0,0,0,0,0,0,0,0,0,2654,462,0,0,0,0
12426,0,0,0,0,0,0,0,0,0,0,0,0,2654,461,0,0,0,0
12427,0,0,0,0,0,0,0,0,0,0,0,0,2667,460,0,0,0,0
12428,0,0,0,0,0,0,0,0,0,0,0,0,2608,461,0,0,0,0
12429,0,0,0,0,0,0,0,0,0,0,0,0,2572,449,0,0,0,0
12430,0,0,0,0,0,0,0,0,0,0,0,0,2614,459,0,0,0,0
12431,0,0,0,0,0,0,0,0,0,0,0,0,2597,469,0,0,0,0
12432,0,0,0,0,0,0,0,0,0,0,0,0,2617,459,0,0,0,0
12433,0,0,0,0,0,0,0,0,0,0,0,0,2615,448,0,0,0,0
12434,0,0,0,0,0,0,0,0,0,0,0,0,2592,465,0,0,0,0
12435,0,0,0,0,0,0,0,0,0,0,0,0,2582,454,0,0,0,0
12436,0,0,0,0,0,0,0,0,0,0,0,0,2587,454,0,0,0,0
12437,0,0,0,0,0,0,0,0,0,0,0,0,2609,452,0,0,0,0
12438,0,0,0,0,0,0,0,0,0,0,0,0,2581,446,0,0,0,0
12439,0,0,0,0,0,0,0,0,0,0,0,0,2590,432,0,0,0,0
12440,0,0,0,0,0,0,0,0,0,0,0,0,2576,427,0,0,0,0
12441,0,0,0,0,0,0,0,0,0,0,0,0,2573,417,0,0,0,0
12442,0,0,0,0,0,0,0,0,0,0,0,0,2544,408,0,0,0,0
12443,0,0,0,0,0,0,0,0,0,0,0,0,2531,405,0,0,0,0
12444,0,0,0,0,0,0,0,0,0,0,0,0,2521,395,0,0,0,0
12445,0,0,0,0,0,0,0,0,0,0,0,0,2507,380,0,0,0,0
12446,0,0,0,0,0,0,0,0,0,0,0,0,2496,423,0,0,0,0
12447,0,0,0,0,0,0,0,0,0,0,0,0,2479,417,0,0,0,0
12448,0,0,0,0,0,0,0,0,0,0,0,0,2517,427,0,0,0,0
12449,0,0,0,0,0,0,0,0,0,0,0,0,2509,428,0,0,0,0
12450,0,0,0,0,0,0,0,0,0,0,0,0,2546,441,0,0,0,0
12451,0,0,0,0,0,0,0,0,0,0,0,0,2509,430,0,0,0,0
12452,0,0,0,0,0,0,0,0,0,0,0,0,2534,423,0,0,0,0
12453,0,0,0,0,0,0,0,0,0,0,0,0,2550,434,0,0,0,0
12454,0,0,0,0,0,0,0,0,0,0,0,0,2542,424,0,0,0,0
12455,0,0,0,0,0,0,0,0,0,0,0,0,2603,427,0,0,0,0
12456,0,0,0,0,0,0,0,0,0,0,0,0,2597,440,0,0,0,0
12457,0,0,0,0,0,0,0,0,0,0,0,0,2588,431,0,0,0,0
12458,0,0,0,0,0,0,0,0,0,0,0,0,2572,433,0,0,0,0
12459,0,0,0,0,0,0,0,0,0,0,0,0,2586,442,0,0,0,0
12460,0,0,0,0,0,0,0,0,0,0,0,0,2541,455,0,0,0,0
12461,0,0,0,0,0,0,0,0,0,0,0,0,2510,456,0,0,0,0
12462,0,0,0,0,0,0,0,0,0,0,0,0,2557,462,0,0,0,0
12463,0,0,0,0,0,0,0,0,0,0,0,0,2559,469,0,0,0,0
12464,0,0,0,0,0,0,0,0,0,0,0,0,2522,458,0,0,0,0
12465,0,0,0,0,0,0,0,0,0,0,0,0,2502,454,0,0,0,0
12466,0,0,0,0,0,0,0,0,0,0,0,0,2506,457,0,0,0,0
12467,0,0,0,0,0,0,0,0,0,0,0,0,2576,475,0,0,0,0
12468,0,0,0,0,0,0,0,0,0,0,0,0,2531,494,0,0,0,0
12469,0,0,0,0,0,0,0,0,0,0,0,0,2539,494,0,0,0,0
12470,0,0,0,0,0,0,0,0,0,0,0,0,2543,484,0,0,0,0
12471,0,0,0,0,0,0,0,0,0,0,0,0,2576,493,0,0,0,0
12472,0,0,0,0,0,0,0,0,0,0,0,0,2579,486,0,0,0,0
12473,0,0,0,0,0,0,0,0,0,0,0,0,2602,501,0,0,0,0
12474,0,0,0,0,0,0,0,0,0,0,0,0,2600,507,0,0,0,0
12475,0,0,0,0,0,0,0,0,0,0,0,0,2575,500,0,0,0,0
12476,0,0,0,0,0,0,0,0,0,0,0,0,2549,489,0,0,0,0
12477,0,0,0,0,0,0,0,0,0,0,0,0,2514,510,0,0,0,0
12478,0,0,0,0,0,0,0,0,0,0,0,0,2543,494,0,0,0,0
12479,0,0,0,0,0,0,0,0,0,0,0,0,2499,498,0,0,0,0
12480,0,0,0,0,0,0,0,0,0,0,0,0,2489,487,0,0,0,0
12481,0,0,0,0,0,0,0,0,0,0,0,0,2482,492,0,0,0,0
12482,0,0,0,0,0,0,0,0,0,0,0,0,2473,499,0,0,0,0
12483,0,0,0,0,0,0,0,0,0,0,0,0,2494,490,0,0,0,0
12484,0,0,0,0,0,0,0,0,0,0,0,0,2514,489,0,0,0,0
12485,0,0,0,0,0,0,0,0,0,0,0,0,2546,483,0,0,0,0
12486,0,0,0,0,0,0,0,0,0,0,0,0,2548,479,0,0,0,0
12487,0,0,0,0,0,0,0,0,0,0,0,0,2518,495,0,0,0,0
12488,0,0,0,0,0,0,0,0,0,0,0,0,2478,505,0,0,0,0
12489,0,0,0,0,0,0,0,0,0,0,0,0,2449,488,0,0,0,0
12490,0,0,0,0,0,0,0,0,0,0,0,0,2405,480,0,0,0,0
12491,0,0,0,0,0,0,0,0,0,0,0,0,2434,506,0,0,0,0
12492,0,0,0,0,0,0,0,0,0,0,0,0,2406,507,0,0,0,0
12493,0,0,0,0,0,0,0,0,0,0,0,0,2420,502,0,0,0,0
12494,0,0,0,0,0,0,0,0,0,0,0,0,2453,511,0,0,0,0
12495,0,0,0,0,0,0,0,0,0,0,0,0,2415,517,0,0,0,0
12496,0,0,0,0,0,0,0,0,0,0,0,0,2434,521,0,0,0,0
12497,0,0,0,0,0,0,0,0,0,0,0,0,2419,517,0,0,0,0
12498,0,0,0,0,0,0,0,0,0,0,0,0,2452,504,0,0,0,0
12499,0,0,0,0,0,0,0,0,0,0,0,0,2479,513,0,0,0,0
12500,0,0,0,0,0,0,0,0,0,0,0,0,2484,539,0,0,0,0
12501,0,0,0,0,0,0,0,0,0,0,0,0,2507,564,0,0,0,0
12502,0,0,0,0,0,0,0,0,0,0,0,0,2452,556,0,0,0,0
12503,0,0,0,0,0,0,0,0,0,0,0,0,2436,550,0,0,0,0
12504,0,0,0,0,0,0,0,0,0,0,0,0,2423,523,0,0,0,0
12505,0,0,0,0,0,0,0,0,0,0,0,0,2441,523,0,0,0,0
12506,0,0,0,0,0,0,0,0,0,0,0,0,2412,539,0,0,0,0
12507,0,0,0,0,0,0,0,0,0,0,0,0,2404,535,0,0,0,0
12508,0,0,0,0,0,0,0,0,0,0,0,0,2412,524,0,0,0,0
12509,0,0,0,0,0,0,0,0,0,0,0,0,2395,508,0,0,0,0
12510,0,0,0,0,0,0,0,0,0,0,0,0,2385,499,0,0,0,0
12511,0,0,0,0,0,0,0,0,0,0,0,0,2442,522,0,0,0,0
12512,0,0,0,0,0,0,0,0,0,0,0,0,2501,524,0,0,0,0
12513,0,0,0,0,0,0,0,0,0,0,0,0,2518,530,0,0,0,0
12514,0,0,0,0,0,0,0,0,0,0,0,0,2497,523,0,0,0,0
12515,0,0,0,0,0,0,0,0,0,0,0,0,2505,519,0,0,0,0
12516,0,0,0,0,0,0,0,0,0,0,0,0,2495,526,0,0,0,0
12517,0,0,0,0,0,0,0,0,0,0,0,0,2537,540,0,0,0,0
12518,0,0,0,0,0,0,0,0,0,0,0,0,2550,545,0,0,0,0
12519,0,0,0,0,0,0,0,0,0,0,0,0,2590,551,0,0,0,0
12520,0,0,0,0,0,0,0,0,0,0,0,0,2583,543,0,0,0,0
12521,0,0,0,0,0,0,0,0,0,0,0,0,2568,527,0,0,0,0
12522,0,0,0,0,0,0,0,0,0,0,0,0,2594,518,0,0,0,0
12523,0,0,0,0,0,0,0,0,0,0,0,0,2633,504,0,0,0,0
12524,0,0,0,0,0,0,0,0,0,0,0,0,2660,513,0,0,0,0
12525,0,0,0,0,0,0,0,0,0,0,0,0,2673,500,0,0,0,0
12526,0,0,0,0,0,0,0,0,0,0,0,0,2684,492,0,0,0,0
12527,0,0,0,0,0,0,0,0,0,0,0,0,2653,493,0,0,0,0
12528,0,0,0,0,0,0,0,0,0,0,0,0,2669,471,0,0,0,0
12529,0,0,0,0,0,0,0,0,0,0,0,0,2663,479,0,0,0,0
12530,0,0,0,0,0,0,0,0,0,0,0,0,2631,475,0,0,0,0
12531,0,0,0,0,0,0,0,0,0,0,0,0,2624,483,0,0,0,0
12532,0,0,0,0,0,0,0,0,0,0,0,0,2637,494,0,0,0,0
12533,0,0,0,0,0,0,0,0,0,0,0,0,2591,491,0,0,0,0
12534,0,0,0,0,0,0,0,0,0,0,0,0,2598,474,0,0,0,0
12535,0,0,0,0,0,0,0,0,0,0,0,0,2564,475,0,0,0,0
12536,0,0,0,0,0,0,0,0,0,0,0,0,2592,481,0,0,0,0
12537,0,0,0,0,0,0,0,0,0,0,0,0,2601,494,0,0,0,0
12538,0,0,0,0,0,0,0,0,0,0,0,0,2608,479,0,0,0,0
12539,0,0,0,0,0,0,0,0,0,0,0,0,2559,482,0,0,0,0
12540,0,0,0,0,0,0,0,0,0,0,0,0,2539,479,0,0,0,0
12541,0,0,0,0,0,0,0,0,0,0,0,0,2507,472,0,0,0,0
12542,0,0,0,0,0,0,0,0,0,0,0,0,2491,466,0,0,0,0
12543,0,0,0,0,0,0,0,0,0,0,0,0,2507,465,0,0,0,0
12544,0,0,0,0,0,0,0,0,0,0,0,0,2477,457,0,0,0,0
12545,0,0,0,0,0,0,0,0,0,0,0,0,2501,447,0,0,0,0
12546,0,0,0,0,0,0,0,0,0,0,0,0,2460,443,0,0,0,0
12547,0,0,0,0,0,0,0,0,0,0,0,0,2438,441,0,0,0,0
12548,0,0,0,0,0,0,0,0,0,0,0,0,2441,454,0,0,0,0
12549,0,0,0,0,0,0,0,0,0,0,0,0,2476,461,0,0,0,0
12550,0,0,0,0,0,0,0,0,0,0,0,0,2464,483,0,0,0,0
12551,0,0,0,0,0,0,0,0,0,0,0,0,2486,466,0,0,0,0
12552,0,0,0,0,0,0,0,0,0,0,0,0,2416,461,0,0,0,0
12553,0,0,0,0,0,0,0,0,0,0,0,0,2431,450,0,0,0,0
12554,0,0,0,0,0,0,0,0,0,0,0,0,2421,450,0,0,0,0
12555,0,0,0,0,0,0,0,0,0,0,0,0,2401,464,0,0,0,0
12556,0,0,0,0,0,0,0,0,0,0,0,0,2443,471,0,0,0,0
12557,0,0,0,0,0,0,0,0,0,0,0,0,2468,470,0,0,0,0
12558,0,0,0,0,0,0,0,0,0,0,0,0,2461,465,0,0,0,0
12559,0,0,0,0,0,0,0,0,0,0,0,0,2471,458,0,0,0,0
12560,0,0,0,0,0,0,0,0,0,0,0,0,2518,440,0,0,0,0
12561,0,0,0,0,0,0,0,0,0,0,0,0,2505,442,0,0,0,0
12562,0,0,0,0,0,0,0,0,0,0,0,0,2510,440,0,0,0,0
12563,0,0,0,0,0,0,0,0,0,0,0,0,2456,439,0,0,0,0
12564,0,0,0,0,0,0,0,0,0,0,0,0,2520,442,0,0,0,0
12565,0,0,0,0,0,0,0,0,0,0,0,0,2542,450,0,0,0,0
12566,0,0,0,0,0,0,0,0,0,0,0,0,2557,441,0,0,0,0
12567,0,0,0,0,0,0,0,0,0,0,0,0,2543,435,0,0,0,0
12568,0,0,0,0,0,0,0,0,0,0,0,0,2510,435,0,0,0,0
12569,0,0,0,0,0,0,0,0,0,0,0,0,2502,436,0,0,0,0
12570,0,0,0,0,0,0,0,0,0,0,0,0,2522,437,0,0,0,0
12571,0,0,0,0,0,0,0,0,0,0,0,0,2479,430,0,0,0,0
12572,0,0,0,0,0,0,0,0,0,0,0,0,2513,415,0,0,0,0
12573,0,0,0,0,0,0,0,0,0,0,0,0,2531,418,0,0,0,0
12574,0,0,0,0,0,0,0,0,0,0,0,0,2520,423,0,0,0,0
12575,0,0,0,0,0,0,0,0,0,0,0,0,2566,416,0,0,0,0
12576,0,0,0,0,0,0,0,0,0,0,0,0,2526,439,0,0,0,0
