"Time","mYWW","mYHW","mYRW","mYHH","mYHR","mYRR","myWW","myHW","myRW","myHH","myHR","myRR","fXWW","fXHW","fXRW","fXHH","fXHR","fXRR"
5451,0,0,0,0,0,0,0,0,0,0,0,0,2430,548,0,0,0,0
5452,0,0,0,0,0,0,0,0,0,0,0,0,2465,556,0,0,0,0
5453,0,0,0,0,0,0,0,0,0,0,0,0,2448,558,0,0,0,0
5454,0,0,0,0,0,0,0,0,0,0,0,0,2454,555,0,0,0,0
5455,0,0,0,0,0,0,0,0,0,0,0,0,2442,575,0,0,0,0
5456,0,0,0,0,0,0,0,0,0,0,0,0,2474,591,0,0,0,0
5457,0,0,0,0,0,0,0,0,0,0,0,0,2509,599,0,0,0,0
5458,0,0,0,0,0,0,0,0,0,0,0,0,2521,597,0,0,0,0
5459,0,0,0,0,0,0,0,0,0,0,0,0,2524,609,0,0,0,0
5460,0,0,0,0,0,0,0,0,0,0,0,0,2527,609,0,0,0,0
5461,0,0,0,0,0,0,0,0,0,0,0,0,2538,594,0,0,0,0
5462,0,0,0,0,0,0,0,0,0,0,0,0,2524,582,0,0,0,0
5463,0,0,0,0,0,0,0,0,0,0,0,0,2556,578,0,0,0,0
5464,0,0,0,0,0,0,0,0,0,0,0,0,2580,605,0,0,0,0
5465,0,0,0,0,0,0,0,0,0,0,0,0,2540,605,0,0,0,0
5466,0,0,0,0,0,0,0,0,0,0,0,0,2513,593,0,0,0,0
5467,0,0,0,0,0,0,0,0,0,0,0,0,2494,595,0,0,0,0
5468,0,0,0,0,0,0,0,0,0,0,0,0,2473,582,0,0,0,0
5469,0,0,0,0,0,0,0,0,0,0,0,0,2466,575,0,0,0,0
5470,0,0,0,0,0,0,0,0,0,0,0,0,2491,562,0,0,0,0
5471,0,0,0,0,0,0,0,0,0,0,0,0,2510,551,0,0,0,0
5472,0,0,0,0,0,0,0,0,0,0,0,0,2475,531,0,0,0,0
5473,0,0,0,0,0,0,0,0,0,0,0,0,2465,560,0,0,0,0
5474,0,0,0,0,0,0,0,0,0,0,0,0,2460,566,0,0,0,0
5475,0,0,0,0,0,0,0,0,0,0,0,0,2442,565,0,0,0,0
5476,0,0,0,0,0,0,0,0,0,0,0,0,2457,558,0,0,0,0
5477,0,0,0,0,0,0,0,0,0,0,0,0,2467,548,0,0,0,0
5478,0,0,0,0,0,0,0,0,0,0,0,0,2514,556,0,0,0,0
5479,0,0,0,0,0,0,0,0,0,0,0,0,2463,554,0,0,0,0
5480,0,0,0,0,0,0,0,0,0,0,0,0,2496,557,0,0,0,0
5481,0,0,0,0,0,0,0,0,0,0,0,0,2450,545,0,0,0,0
5482,0,0,0,0,0,0,0,0,0,0,0,0,2466,553,0,0,0,0
5483,0,0,0,0,0,0,0,0,0,0,0,0,2503,542,0,0,0,0
5484,0,0,0,0,0,0,0,0,0,0,0,0,2519,537,0,0,0,0
5485,0,0,0,0,0,0,0,0,0,0,0,0,2509,547,0,0,0,0
5486,0,0,0,0,0,0,0,0,0,0,0,0,2466,546,0,0,0,0
5487,0,0,0,0,0,0,0,0,0,0,0,0,2486,525,0,0,0,0
5488,0,0,0,0,0,0,0,0,0,0,0,0,2462,538,0,0,0,0
5489,0,0,0,0,0,0,0,0,0,0,0,0,2441,535,0,0,0,0
5490,0,0,0,0,0,0,0,0,0,0,0,0,2422,533,0,0,0,0
5491,0,0,0,0,0,0,0,0,0,0,0,0,2396,546,0,0,0,0
5492,0,0,0,0,0,0,0,0,0,0,0,0,2378,583,0,0,0,0
5493,0,0,0,0,0,0,0,0,0,0,0,0,2365,586,0,0,0,0
5494,0,0,0,0,0,0,0,0,0,0,0,0,2399,613,0,0,0,0
5495,0,0,0,0,0,0,0,0,0,0,0,0,2395,600,0,0,0,0
5496,0,0,0,0,0,0,0,0,0,0,0,0,2379,608,0,0,0,0
5497,0,0,0,0,0,0,0,0,0,0,0,0,2344,594,0,0,0,0
5498,0,0,0,0,0,0,0,0,0,0,0,0,2310,585,0,0,0,0
5499,0,0,0,0,0,0,0,0,0,0,0,0,2275,599,0,0,0,0
5500,0,0,0,0,0,0,0,0,0,0,0,0,2293,614,0,0,0,0
5501,0,0,0,0,0,0,0,0,0,0,0,0,2262,599,0,0,0,0
5502,0,0,0,0,0,0,0,0,0,0,0,0,2246,607,0,0,0,0
5503,0,0,0,0,0,0,0,0,0,0,0,0,2247,619,0,0,0,0
5504,0,0,0,0,0,0,0,0,0,0,0,0,2196,621,0,0,0,0
5505,0,0,0,0,0,0,0,0,0,0,0,0,2204,611,0,0,0,0
5506,0,0,0,0,0,0,0,0,0,0,0,0,2200,622,0,0,0,0
5507,0,0,0,0,0,0,0,0,0,0,0,0,2198,612,0,0,0,0
5508,0,0,0,0,0,0,0,0,0,0,0,0,2165,619,0,0,0,0
5509,0,0,0,0,0,0,0,0,0,0,0,0,2182,630,0,0,0,0
5510,0,0,0,0,0,0,0,0,0,0,0,0,2155,637,0,0,0,0
5511,0,0,0,0,0,0,0,0,0,0,0,0,2162,625,0,0,0,0
5512,0,0,0,0,0,0,0,0,0,0,0,0,2163,604,0,0,0,0
5513,0,0,0,0,0,0,0,0,0,0,0,0,2207,632,0,0,0,0
5514,0,0,0,0,0,0,0,0,0,0,0,0,2206,656,0,0,0,0
5515,0,0,0,0,0,0,0,0,0,0,0,0,2223,667,0,0,0,0
5516,0,0,0,0,0,0,0,0,0,0,0,0,2241,669,0,0,0,0
5517,0,0,0,0,0,0,0,0,0,0,0,0,2224,672,0,0,0,0
5518,0,0,0,0,0,0,0,0,0,0,0,0,2208,675,0,0,0,0
5519,0,0,0,0,0,0,0,0,0,0,0,0,2228,668,0,0,0,0
5520,0,0,0,0,0,0,0,0,0,0,0,0,2219,649,0,0,0,0
5521,0,0,0,0,0,0,0,0,0,0,0,0,2199,644,0,0,0,0
5522,0,0,0,0,0,0,0,0,0,0,0,0,2210,627,0,0,0,0
5523,0,0,0,0,0,0,0,0,0,0,0,0,2180,614,0,0,0,0
5524,0,0,0,0,0,0,0,0,0,0,0,0,2190,600,0,0,0,0
5525,0,0,0,0,0,0,0,0,0,0,0,0,2196,585,0,0,0,0
5526,0,0,0,0,0,0,0,0,0,0,0,0,2207,561,0,0,0,0
5527,0,0,0,0,0,0,0,0,0,0,0,0,2237,548,0,0,0,0
5528,0,0,0,0,0,0,0,0,0,0,0,0,2219,562,0,0,0,0
5529,0,0,0,0,0,0,0,0,0,0,0,0,2207,551,0,0,0,0
5530,0,0,0,0,0,0,0,0,0,0,0,0,2211,548,0,0,0,0
5531,0,0,0,0,0,0,0,0,0,0,0,0,2217,542,0,0,0,0
5532,0,0,0,0,0,0,0,0,0,0,0,0,2216,531,0,0,0,0
5533,0,0,0,0,0,0,0,0,0,0,0,0,2252,541,0,0,0,0
5534,0,0,0,0,0,0,0,0,0,0,0,0,2230,548,0,0,0,0
5535,0,0,0,0,0,0,0,0,0,0,0,0,2237,560,0,0,0,0
5536,0,0,0,0,0,0,0,0,0,0,0,0,2228,571,0,0,0,0
5537,0,0,0,0,0,0,0,0,0,0,0,0,2231,610,0,0,0,0
5538,0,0,0,0,0,0,0,0,0,0,0,0,2281,613,0,0,0,0
5539,0,0,0,0,0,0,0,0,0,0,0,0,2317,621,0,0,0,0
5540,0,0,0,0,0,0,0,0,0,0,0,0,2299,614,0,0,0,0
5541,0,0,0,0,0,0,0,0,0,0,0,0,2285,631,0,0,0,0
5542,0,0,0,0,0,0,0,0,0,0,0,0,2284,627,0,0,0,0
5543,0,0,0,0,0,0,0,0,0,0,0,0,2265,616,0,0,0,0
5544,0,0,0,0,0,0,0,0,0,0,0,0,2262,614,0,0,0,0
5545,0,0,0,0,0,0,0,0,0,0,0,0,2265,620,0,0,0,0
5546,0,0,0,0,0,0,0,0,0,0,0,0,2231,607,0,0,0,0
5547,0,0,0,0,0,0,0,0,0,0,0,0,2220,606,0,0,0,0
5548,0,0,0,0,0,0,0,0,0,0,0,0,2238,595,0,0,0,0
5549,0,0,0,0,0,0,0,0,0,0,0,0,2272,603,0,0,0,0
5550,0,0,0,0,0,0,0,0,0,0,0,0,2291,593,0,0,0,0
5551,0,0,0,0,0,0,0,0,0,0,0,0,2294,592,0,0,0,0
5552,0,0,0,0,0,0,0,0,0,0,0,0,2312,585,0,0,0,0
5553,0,0,0,0,0,0,0,0,0,0,0,0,2341,591,0,0,0,0
5554,0,0,0,0,0,0,0,0,0,0,0,0,2326,601,0,0,0,0
5555,0,0,0,0,0,0,0,0,0,0,0,0,2313,608,0,0,0,0
5556,0,0,0,0,0,0,0,0,0,0,0,0,2289,638,0,0,0,0
5557,0,0,0,0,0,0,0,0,0,0,0,0,2319,620,0,0,0,0
5558,0,0,0,0,0,0,0,0,0,0,0,0,2331,617,0,0,0,0
5559,0,0,0,0,0,0,0,0,0,0,0,0,2323,609,0,0,0,0
5560,0,0,0,0,0,0,0,0,0,0,0,0,2343,601,0,0,0,0
5561,0,0,0,0,0,0,0,0,0,0,0,0,2336,622,0,0,0,0
5562,0,0,0,0,0,0,0,0,0,0,0,0,2312,632,0,0,0,0
5563,0,0,0,0,0,0,0,0,0,0,0,0,2370,635,0,0,0,0
5564,0,0,0,0,0,0,0,0,0,0,0,0,2409,628,0,0,0,0
5565,0,0,0,0,0,0,0,0,0,0,0,0,2421,615,0,0,0,0
5566,0,0,0,0,0,0,0,0,0,0,0,0,2387,624,0,0,0,0
5567,0,0,0,0,0,0,0,0,0,0,0,0,2345,620,0,0,0,0
5568,0,0,0,0,0,0,0,0,0,0,0,0,2383,614,0,0,0,0
5569,0,0,0,0,0,0,0,0,0,0,0,0,2394,610,0,0,0,0
5570,0,0,0,0,0,0,0,0,0,0,0,0,2403,589,0,0,0,0
5571,0,0,0,0,0,0,0,0,0,0,0,0,2473,586,0,0,0,0
5572,0,0,0,0,0,0,0,0,0,0,0,0,2473,577,0,0,0,0
5573,0,0,0,0,0,0,0,0,0,0,0,0,2440,583,0,0,0,0
5574,0,0,0,0,0,0,0,0,0,0,0,0,2476,584,0,0,0,0
5575,0,0,0,0,0,0,0,0,0,0,0,0,2470,562,0,0,0,0
5576,0,0,0,0,0,0,0,0,0,0,0,0,2446,572,0,0,0,0
5577,0,0,0,0,0,0,0,0,0,0,0,0,2435,573,0,0,0,0
5578,0,0,0,0,0,0,0,0,0,0,0,0,2397,574,0,0,0,0
5579,0,0,0,0,0,0,0,0,0,0,0,0,2388,556,0,0,0,0
5580,0,0,0,0,0,0,0,0,0,0,0,0,2359,562,0,0,0,0
5581,0,0,0,0,0,0,0,0,0,0,0,0,2356,553,0,0,0,0
5582,0,0,0,0,0,0,0,0,0,0,0,0,2365,544,0,0,0,0
5583,0,0,0,0,0,0,0,0,0,0,0,0,2336,541,0,0,0,0
5584,0,0,0,0,0,0,0,0,0,0,0,0,2345,569,0,0,0,0
5585,0,0,0,0,0,0,0,0,0,0,0,0,2347,576,0,0,0,0
5586,0,0,0,0,0,0,0,0,0,0,0,0,2340,578,0,0,0,0
5587,0,0,0,0,0,0,0,0,0,0,0,0,2343,565,0,0,0,0
5588,0,0,0,0,0,0,0,0,0,0,0,0,2328,556,0,0,0,0
5589,0,0,0,0,0,0,0,0,0,0,0,0,2357,560,0,0,0,0
5590,0,0,0,0,0,0,0,0,0,0,0,0,2345,565,0,0,0,0
5591,0,0,0,0,0,0,0,0,0,0,0,0,2324,561,0,0,0,0
5592,0,0,0,0,0,0,0,0,0,0,0,0,2311,570,0,0,0,0
5593,0,0,0,0,0,0,0,0,0,0,0,0,2296,566,0,0,0,0
5594,0,0,0,0,0,0,0,0,0,0,0,0,2321,579,0,0,0,0
5595,0,0,0,0,0,0,0,0,0,0,0,0,2296,572,0,0,0,0
5596,0,0,0,0,0,0,0,0,0,0,0,0,2370,564,0,0,0,0
5597,0,0,0,0,0,0,0,0,0,0,0,0,2358,561,0,0,0,0
5598,0,0,0,0,0,0,0,0,0,0,0,0,2315,570,0,0,0,0
5599,0,0,0,0,0,0,0,0,0,0,0,0,2327,572,0,0,0,0
5600,0,0,0,0,0,0,0,0,0,0,0,0,2314,556,0,0,0,0
5601,0,0,0,0,0,0,0,0,0,0,0,0,2297,572,0,0,0,0
5602,0,0,0,0,0,0,0,0,0,0,0,0,2295,584,0,0,0,0
5603,0,0,0,0,0,0,0,0,0,0,0,0,2266,585,0,0,0,0
5604,0,0,0,0,0,0,0,0,0,0,0,0,2184,592,0,0,0,0
5605,0,0,0,0,0,0,0,0,0,0,0,0,2251,594,0,0,0,0
5606,0,0,0,0,0,0,0,0,0,0,0,0,2214,600,0,0,0,0
5607,0,0,0,0,0,0,0,0,0,0,0,0,2230,610,0,0,0,0
5608,0,0,0,0,0,0,0,0,0,0,0,0,2242,596,0,0,0,0
5609,0,0,0,0,0,0,0,0,0,0,0,0,2230,603,0,0,0,0
5610,0,0,0,0,0,0,0,0,0,0,0,0,2236,628,0,0,0,0
5611,0,0,0,0,0,0,0,0,0,0,0,0,2238,615,0,0,0,0
5612,0,0,0,0,0,0,0,0,0,0,0,0,2237,619,0,0,0,0
5613,0,0,0,0,0,0,0,0,0,0,0,0,2203,642,0,0,0,0
5614,0,0,0,0,0,0,0,0,0,0,0,0,2218,635,0,0,0,0
5615,0,0,0,0,0,0,0,0,0,0,0,0,2184,634,0,0,0,0
5616,0,0,0,0,0,0,0,0,0,0,0,0,2156,623,0,0,0,0
5617,0,0,0,0,0,0,0,0,0,0,0,0,2139,608,0,0,0,0
5618,0,0,0,0,0,0,0,0,0,0,0,0,2169,612,0,0,0,0
5619,0,0,0,0,0,0,0,0,0,0,0,0,2190,612,0,0,0,0
5620,0,0,0,0,0,0,0,0,0,0,0,0,2199,607,0,0,0,0
5621,0,0,0,0,0,0,0,0,0,0,0,0,2244,593,0,0,0,0
5622,0,0,0,0,0,0,0,0,0,0,0,0,2244,581,0,0,0,0
5623,0,0,0,0,0,0,0,0,0,0,0,0,2247,569,0,0,0,0
5624,0,0,0,0,0,0,0,0,0,0,0,0,2241,579,0,0,0,0
5625,0,0,0,0,0,0,0,0,0,0,0,0,2220,564,0,0,0,0
5626,0,0,0,0,0,0,0,0,0,0,0,0,2219,563,0,0,0,0
5627,0,0,0,0,0,0,0,0,0,0,0,0,2234,577,0,0,0,0
5628,0,0,0,0,0,0,0,0,0,0,0,0,2201,577,0,0,0,0
5629,0,0,0,0,0,0,0,0,0,0,0,0,2187,571,0,0,0,0
5630,0,0,0,0,0,0,0,0,0,0,0,0,2152,558,0,0,0,0
5631,0,0,0,0,0,0,0,0,0,0,0,0,2143,552,0,0,0,0
5632,0,0,0,0,0,0,0,0,0,0,0,0,2171,547,0,0,0,0
5633,0,0,0,0,0,0,0,0,0,0,0,0,2194,549,0,0,0,0
5634,0,0,0,0,0,0,0,0,0,0,0,0,2188,547,0,0,0,0
5635,0,0,0,0,0,0,0,0,0,0,0,0,2207,562,0,0,0,0
5636,0,0,0,0,0,0,0,0,0,0,0,0,2227,545,0,0,0,0
5637,0,0,0,0,0,0,0,0,0,0,0,0,2235,563,0,0,0,0
5638,0,0,0,0,0,0,0,0,0,0,0,0,2246,579,0,0,0,0
5639,0,0,0,0,0,0,0,0,0,0,0,0,2241,554,0,0,0,0
5640,0,0,0,0,0,0,0,0,0,0,0,0,2235,550,0,0,0,0
5641,0,0,0,0,0,0,0,0,0,0,0,0,2244,549,0,0,0,0
5642,0,0,0,0,0,0,0,0,0,0,0,0,2259,548,0,0,0,0
5643,0,0,0,0,0,0,0,0,0,0,0,0,2291,540,0,0,0,0
5644,0,0,0,0,0,0,0,0,0,0,0,0,2326,562,0,0,0,0
5645,0,0,0,0,0,0,0,0,0,0,0,0,2332,575,0,0,0,0
5646,0,0,0,0,0,0,0,0,0,0,0,0,2337,578,0,0,0,0
5647,0,0,0,0,0,0,0,0,0,0,0,0,2339,583,0,0,0,0
5648,0,0,0,0,0,0,0,0,0,0,0,0,2297,567,0,0,0,0
5649,0,0,0,0,0,0,0,0,0,0,0,0,2309,559,0,0,0,0
5650,0,0,0,0,0,0,0,0,0,0,0,0,2311,559,0,0,0,0
5651,0,0,0,0,0,0,0,0,0,0,0,0,2297,555,0,0,0,0
5652,0,0,0,0,0,0,0,0,0,0,0,0,2296,557,0,0,0,0
5653,0,0,0,0,0,0,0,0,0,0,0,0,2297,560,0,0,0,0
5654,0,0,0,0,0,0,0,0,0,0,0,0,2314,554,0,0,0,0
5655,0,0,0,0,0,0,0,0,0,0,0,0,2312,554,0,0,0,0
5656,0,0,0,0,0,0,0,0,0,0,0,0,2342,568,0,0,0,0
5657,0,0,0,0,0,0,0,0,0,0,0,0,2360,554,0,0,0,0
5658,0,0,0,0,0,0,0,0,0,0,0,0,2310,552,0,0,0,0
5659,0,0,0,0,0,0,0,0,0,0,0,0,2282,560,0,0,0,0
5660,0,0,0,0,0,0,0,0,0,0,0,0,2278,554,0,0,0,0
5661,0,0,0,0,0,0,0,0,0,0,0,0,2272,559,0,0,0,0
5662,0,0,0,0,0,0,0,0,0,0,0,0,2290,599,0,0,0,0
5663,0,0,0,0,0,0,0,0,0,0,0,0,2263,604,0,0,0,0
5664,0,0,0,0,0,0,0,0,0,0,0,0,2282,593,0,0,0,0
5665,0,0,0,0,0,0,0,0,0,0,0,0,2249,601,0,0,0,0
5666,0,0,0,0,0,0,0,0,0,0,0,0,2271,575,0,0,0,0
5667,0,0,0,0,0,0,0,0,0,0,0,0,2237,575,0,0,0,0
5668,0,0,0,0,0,0,0,0,0,0,0,0,2231,569,0,0,0,0
5669,0,0,0,0,0,0,0,0,0,0,0,0,2230,553,0,0,0,0
5670,0,0,0,0,0,0,0,0,0,0,0,0,2221,552,0,0,0,0
5671,0,0,0,0,0,0,0,0,0,0,0,0,2259,554,0,0,0,0
5672,0,0,0,0,0,0,0,0,0,0,0,0,2264,551,0,0,0,0
5673,0,0,0,0,0,0,0,0,0,0,0,0,2239,552,0,0,0,0
5674,0,0,0,0,0,0,0,0,0,0,0,0,2217,566,0,0,0,0
5675,0,0,0,0,0,0,0,0,0,0,0,0,2183,579,0,0,0,0
5676,0,0,0,0,0,0,0,0,0,0,0,0,2186,591,0,0,0,0
5677,0,0,0,0,0,0,0,0,0,0,0,0,2151,624,0,0,0,0
5678,0,0,0,0,0,0,0,0,0,0,0,0,2144,632,0,0,0,0
5679,0,0,0,0,0,0,0,0,0,0,0,0,2118,639,0,0,0,0
5680,0,0,0,0,0,0,0,0,0,0,0,0,2131,624,0,0,0,0
5681,0,0,0,0,0,0,0,0,0,0,0,0,2116,621,0,0,0,0
5682,0,0,0,0,0,0,0,0,0,0,0,0,2133,632,0,0,0,0
5683,0,0,0,0,0,0,0,0,0,0,0,0,2080,644,0,0,0,0
5684,0,0,0,0,0,0,0,0,0,0,0,0,2054,626,0,0,0,0
5685,0,0,0,0,0,0,0,0,0,0,0,0,2059,610,0,0,0,0
5686,0,0,0,0,0,0,0,0,0,0,0,0,2084,612,0,0,0,0
5687,0,0,0,0,0,0,0,0,0,0,0,0,2084,605,0,0,0,0
5688,0,0,0,0,0,0,0,0,0,0,0,0,2101,612,0,0,0,0
5689,0,0,0,0,0,0,0,0,0,0,0,0,2058,607,0,0,0,0
5690,0,0,0,0,0,0,0,0,0,0,0,0,2075,614,0,0,0,0
5691,0,0,0,0,0,0,0,0,0,0,0,0,2071,611,0,0,0,0
5692,0,0,0,0,0,0,0,0,0,0,0,0,2106,624,0,0,0,0
5693,0,0,0,0,0,0,0,0,0,0,0,0,2058,621,0,0,0,0
5694,0,0,0,0,0,0,0,0,0,0,0,0,2042,619,0,0,0,0
5695,0,0,0,0,0,0,0,0,0,0,0,0,2044,602,0,0,0,0
5696,0,0,0,0,0,0,0,0,0,0,0,0,2044,604,0,0,0,0
5697,0,0,0,0,0,0,0,0,0,0,0,0,2058,592,0,0,0,0
5698,0,0,0,0,0,0,0,0,0,0,0,0,2062,589,0,0,0,0
5699,0,0,0,0,0,0,0,0,0,0,0,0,2094,589,0,0,0,0
5700,0,0,0,0,0,0,0,0,0,0,0,0,2083,594,0,0,0,0
5701,0,0,0,0,0,0,0,0,0,0,0,0,2114,594,0,0,0,0
5702,0,0,0,0,0,0,0,0,0,0,0,0,2126,591,0,0,0,0
5703,0,0,0,0,0,0,0,0,0,0,0,0,2149,589,0,0,0,0
5704,0,0,0,0,0,0,0,0,0,0,0,0,2136,572,0,0,0,0
5705,0,0,0,0,0,0,0,0,0,0,0,0,2156,574,0,0,0,0
5706,0,0,0,0,0,0,0,0,0,0,0,0,2143,576,0,0,0,0
5707,0,0,0,0,0,0,0,0,0,0,0,0,2121,579,0,0,0,0
5708,0,0,0,0,0,0,0,0,0,0,0,0,2137,579,0,0,0,0
5709,0,0,0,0,0,0,0,0,0,0,0,0,2137,579,0,0,0,0
5710,0,0,0,0,0,0,0,0,0,0,0,0,2128,567,0,0,0,0
5711,0,0,0,0,0,0,0,0,0,0,0,0,2121,582,0,0,0,0
5712,0,0,0,0,0,0,0,0,0,0,0,0,2125,600,0,0,0,0
5713,0,0,0,0,0,0,0,0,0,0,0,0,2121,585,0,0,0,0
5714,0,0,0,0,0,0,0,0,0,0,0,0,2080,596,0,0,0,0
5715,0,0,0,0,0,0,0,0,0,0,0,0,2101,605,0,0,0,0
5716,0,0,0,0,0,0,0,0,0,0,0,0,2106,607,0,0,0,0
5717,0,0,0,0,0,0,0,0,0,0,0,0,2059,601,0,0,0,0
5718,0,0,0,0,0,0,0,0,0,0,0,0,2066,576,0,0,0,0
5719,0,0,0,0,0,0,0,0,0,0,0,0,2065,573,0,0,0,0
5720,0,0,0,0,0,0,0,0,0,0,0,0,2061,564,0,0,0,0
5721,0,0,0,0,0,0,0,0,0,0,0,0,2046,557,0,0,0,0
5722,0,0,0,0,0,0,0,0,0,0,0,0,2041,540,0,0,0,0
5723,0,0,0,0,0,0,0,0,0,0,0,0,2039,521,0,0,0,0
5724,0,0,0,0,0,0,0,0,0,0,0,0,2039,528,0,0,0,0
5725,0,0,0,0,0,0,0,0,0,0,0,0,2075,529,0,0,0,0
5726,0,0,0,0,0,0,0,0,0,0,0,0,2080,539,0,0,0,0
5727,0,0,0,0,0,0,0,0,0,0,0,0,2093,563,0,0,0,0
5728,0,0,0,0,0,0,0,0,0,0,0,0,2102,544,0,0,0,0
5729,0,0,0,0,0,0,0,0,0,0,0,0,2125,543,0,0,0,0
5730,0,0,0,0,0,0,0,0,0,0,0,0,2154,564,0,0,0,0
5731,0,0,0,0,0,0,0,0,0,0,0,0,2129,569,0,0,0,0
5732,0,0,0,0,0,0,0,0,0,0,0,0,2126,561,0,0,0,0
5733,0,0,0,0,0,0,0,0,0,0,0,0,2139,552,0,0,0,0
5734,0,0,0,0,0,0,0,0,0,0,0,0,2152,567,0,0,0,0
5735,0,0,0,0,0,0,0,0,0,0,0,0,2153,554,0,0,0,0
5736,0,0,0,0,0,0,0,0,0,0,0,0,2144,549,0,0,0,0
5737,0,0,0,0,0,0,0,0,0,0,0,0,2130,559,0,0,0,0
5738,0,0,0,0,0,0,0,0,0,0,0,0,2128,568,0,0,0,0
5739,0,0,0,0,0,0,0,0,0,0,0,0,2114,594,0,0,0,0
5740,0,0,0,0,0,0,0,0,0,0,0,0,2145,593,0,0,0,0
5741,0,0,0,0,0,0,0,0,0,0,0,0,2151,618,0,0,0,0
5742,0,0,0,0,0,0,0,0,0,0,0,0,2125,610,0,0,0,0
5743,0,0,0,0,0,0,0,0,0,0,0,0,2127,631,0,0,0,0
5744,0,0,0,0,0,0,0,0,0,0,0,0,2115,615,0,0,0,0
5745,0,0,0,0,0,0,0,0,0,0,0,0,2131,606,0,0,0,0
5746,0,0,0,0,0,0,0,0,0,0,0,0,2106,604,0,0,0,0
5747,0,0,0,0,0,0,0,0,0,0,0,0,2082,581,0,0,0,0
5748,0,0,0,0,0,0,0,0,0,0,0,0,2113,592,0,0,0,0
5749,0,0,0,0,0,0,0,0,0,0,0,0,2107,592,0,0,0,0
5750,0,0,0,0,0,0,0,0,0,0,0,0,2089,586,0,0,0,0
5751,0,0,0,0,0,0,0,0,0,0,0,0,2135,596,0,0,0,0
5752,0,0,0,0,0,0,0,0,0,0,0,0,2133,600,0,0,0,0
5753,0,0,0,0,0,0,0,0,0,0,0,0,2120,600,0,0,0,0
5754,0,0,0,0,0,0,0,0,0,0,0,0,2159,596,0,0,0,0
5755,0,0,0,0,0,0,0,0,0,0,0,0,2105,588,0,0,0,0
5756,0,0,0,0,0,0,0,0,0,0,0,0,2109,583,0,0,0,0
5757,0,0,0,0,0,0,0,0,0,0,0,0,2136,565,0,0,0,0
5758,0,0,0,0,0,0,0,0,0,0,0,0,2113,558,0,0,0,0
5759,0,0,0,0,0,0,0,0,0,0,0,0,2110,584,0,0,0,0
5760,0,0,0,0,0,0,0,0,0,0,0,0,2108,604,0,0,0,0
5761,0,0,0,0,0,0,0,0,0,0,0,0,2087,586,0,0,0,0
5762,0,0,0,0,0,0,0,0,0,0,0,0,2096,570,0,0,0,0
5763,0,0,0,0,0,0,0,0,0,0,0,0,2093,555,0,0,0,0
5764,0,0,0,0,0,0,0,0,0,0,0,0,2108,562,0,0,0,0
5765,0,0,0,0,0,0,0,0,0,0,0,0,2138,576,0,0,0,0
5766,0,0,0,0,0,0,0,0,0,0,0,0,2140,576,0,0,0,0
5767,0,0,0,0,0,0,0,0,0,0,0,0,2121,563,0,0,0,0
5768,0,0,0,0,0,0,0,0,0,0,0,0,2167,562,0,0,0,0
5769,0,0,0,0,0,0,0,0,0,0,0,0,2197,582,0,0,0,0
5770,0,0,0,0,0,0,0,0,0,0,0,0,2187,609,0,0,0,0
5771,0,0,0,0,0,0,0,0,0,0,0,0,2137,600,0,0,0,0
5772,0,0,0,0,0,0,0,0,0,0,0,0,2101,592,0,0,0,0
5773,0,0,0,0,0,0,0,0,0,0,0,0,2102,590,0,0,0,0
5774,0,0,0,0,0,0,0,0,0,0,0,0,2086,586,0,0,0,0
5775,0,0,0,0,0,0,0,0,0,0,0,0,2104,588,0,0,0,0
5776,0,0,0,0,0,0,0,0,0,0,0,0,2090,597,0,0,0,0
5777,0,0,0,0,0,0,0,0,0,0,0,0,2095,598,0,0,0,0
5778,0,0,0,0,0,0,0,0,0,0,0,0,2062,590,0,0,0,0
5779,0,0,0,0,0,0,0,0,0,0,0,0,2120,593,0,0,0,0
5780,0,0,0,0,0,0,0,0,0,0,0,0,2090,590,0,0,0,0
5781,0,0,0,0,0,0,0,0,0,0,0,0,2071,567,0,0,0,0
5782,0,0,0,0,0,0,0,0,0,0,0,0,2051,561,0,0,0,0
5783,0,0,0,0,0,0,0,0,0,0,0,0,2061,575,0,0,0,0
5784,0,0,0,0,0,0,0,0,0,0,0,0,2038,566,0,0,0,0
5785,0,0,0,0,0,0,0,0,0,0,0,0,2058,544,0,0,0,0
5786,0,0,0,0,0,0,0,0,0,0,0,0,2042,517,0,0,0,0
5787,0,0,0,0,0,0,0,0,0,0,0,0,2035,519,0,0,0,0
5788,0,0,0,0,0,0,0,0,0,0,0,0,2085,509,0,0,0,0
5789,0,0,0,0,0,0,0,0,0,0,0,0,2095,509,0,0,0,0
5790,0,0,0,0,0,0,0,0,0,0,0,0,2085,495,0,0,0,0
5791,0,0,0,0,0,0,0,0,0,0,0,0,2075,490,0,0,0,0
5792,0,0,0,0,0,0,0,0,0,0,0,0,2046,512,0,0,0,0
5793,0,0,0,0,0,0,0,0,0,0,0,0,2060,514,0,0,0,0
5794,0,0,0,0,0,0,0,0,0,0,0,0,2044,494,0,0,0,0
5795,0,0,0,0,0,0,0,0,0,0,0,0,2061,510,0,0,0,0
5796,0,0,0,0,0,0,0,0,0,0,0,0,2068,497,0,0,0,0
5797,0,0,0,0,0,0,0,0,0,0,0,0,2105,505,0,0,0,0
