tag,elim,t_elim_years,t_end_days,final_f,set_id,rel,fy,p,q,fl,fs,mu,j,c
rel0p0300_fy0p2059_p0p0809_q0p0820_fl0p0000_fs0p8705_mu0p8085_j0p0094_c0p8484,0,NA,18250,4971,6634,0.03,0.2058653609339893,0.0808785902710911,0.08199678678567057,0,0.8704723679291131,0.8084597032508208,0.00942972651047166,0.8483995776868286
rel0p0300_fy0p2060_p0p0125_q0p1633_fl0p0000_fs0p9024_mu0p9392_j0p1004_c0p8900,0,NA,18250,4955,8995,0.03,0.20604658817885443,0.01254486424763221,0.1633286125430558,0,0.9024413503813185,0.9392048390619364,0.10035859996359796,0.8899897934424924
rel0p0300_fy0p2060_p0p1047_q0p0043_fl0p0000_fs0p9282_mu0p9255_j0p3320_c0p9223,0,NA,18250,5042,7966,0.03,0.20599245922312143,0.10471300932637882,0.00426966590263415,0,0.92824578042808,0.9255439304405824,0.33201977867477106,0.9223133465979714
rel0p0300_fy0p2062_p0p1003_q0p0830_fl0p0000_fs0p9291_mu0p9704_j0p1755_c0p9976,0,NA,18250,5157,1057,0.03,0.20615560192750768,0.1003105719965184,0.08296960923650303,0,0.9290672987845772,0.9703902992868284,0.1755270840905141,0.997608359328066
rel0p0300_fy0p2062_p0p1982_q0p0323_fl0p0000_fs0p8145_mu0p9109_j0p9341_c0p9082,0,NA,18250,5076,8457,0.03,0.2062110682297498,0.19822445420261472,0.03228669582008384,0,0.814497012915183,0.9108618798567262,0.9340863588830224,0.908153573089894
rel0p0300_fy0p2063_p0p1262_q0p0580_fl0p0000_fs0p9055_mu0p9175_j0p0061_c0p8434,0,NA,18250,5035,2779,0.03,0.2062928212140687,0.12615816046433523,0.0579822339890059,0,0.905489511980568,0.9174880960632442,0.0061058959282469,0.8433894354752638
rel0p0300_fy0p2064_p0p0106_q0p0797_fl0p0000_fs0p9339_mu0p9889_j0p1955_c0p8185,0,NA,18250,5191,1310,0.03,0.20641649232987316,0.01058039522568695,0.07965712832033169,0,0.9339388321674196,0.9888510269421014,0.19553007241815795,0.8184867358802446
rel0p0300_fy0p2064_p0p0769_q0p0791_fl0p0000_fs0p8778_mu0p9355_j0p0291_c0p9428,0,NA,18250,5173,9136,0.03,0.20635438277428972,0.07693638836946338,0.07910867075844669,0,0.8777850299722468,0.9355077394419116,0.02911643214670475,0.9428015430382686
rel0p0300_fy0p2065_p0p0619_q0p1621_fl0p0000_fs0p9870_mu0p8313_j0p4253_c0p9339,0,NA,18250,5142,5359,0.03,0.20652144416704776,0.06187951521978248,0.16213800581613091,0,0.9870119790842616,0.8313440292294277,0.42527520334452856,0.933878716288926
rel0p0300_fy0p2066_p0p1225_q0p1134_fl0p0000_fs0p8471_mu0p9644_j0p2850_c0p8347,0,NA,18250,5233,3937,0.03,0.20662755293004215,0.122542179881325,0.1133573735546088,0,0.8470820842512697,0.964414850485311,0.2849868355566636,0.8347239379272284
rel0p0300_fy0p2067_p0p1655_q0p1604_fl0p0000_fs0p8815_mu0p9384_j0p7180_c0p8941,0,NA,18250,4854,5723,0.03,0.20669861508099363,0.16547464417678304,0.16042352604760324,0,0.8815135759442998,0.938396634315094,0.7180096151743782,0.8941223013866786
rel0p0300_fy0p2068_p0p0779_q0p0539_fl0p0000_fs0p9794_mu0p9838_j0p7573_c0p9609,0,NA,18250,4897,3381,0.03,0.20677780021600425,0.07794573108935264,0.05387206486552953,0,0.979399439458251,0.9838461303966306,0.7573357153489487,0.9609368805489223
rel0p0300_fy0p2069_p0p0046_q0p1650_fl0p0000_fs0p9020_mu0p9205_j0p4870_c0p9061,0,NA,18250,4856,1269,0.03,0.20689286548601463,0.00456981091160792,0.16501186068554874,0,0.9020456063939352,0.9204953960729344,0.4869783443484456,0.9061053535305617
rel0p0300_fy0p2069_p0p0753_q0p1502_fl0p0000_fs0p9259_mu0p9349_j0p9770_c0p8256,0,NA,18250,4995,8261,0.03,0.2068672972046584,0.0752980458901776,0.1501523690387886,0,0.9258983436451014,0.9349493419569126,0.9769502711174312,0.8255861085434072
rel0p0300_fy0p2070_p0p0153_q0p0237_fl0p0000_fs0p9555_mu0p9559_j0p8581_c0p8677,0,NA,18250,5204,7510,0.03,0.207010298899021,0.01530193412798456,0.02370712215698324,0,0.955450830220678,0.9558964455229184,0.8580702987942146,0.8676836486215145
rel0p0300_fy0p2071_p0p1453_q0p0398_fl0p0000_fs0p9437_mu0p9742_j0p6041_c0p9381,0,NA,18250,5219,7423,0.03,0.2070656757057272,0.14526029656821862,0.0397581679515494,0,0.9436707841735568,0.9742086853427766,0.6041113982649055,0.9381214902760042
rel0p0300_fy0p2071_p0p1599_q0p1775_fl0p0000_fs0p8414_mu0p8702_j0p9126_c0p8429,0,NA,18250,5036,7907,0.03,0.20712208604473625,0.15989211412024218,0.17747392975321508,0,0.8413509940526821,0.8701866622988461,0.9126258844100638,0.8429436357833772
rel0p0300_fy0p2072_p0p1601_q0p1696_fl0p0000_fs0p8017_mu0p9065_j0p3476_c0p8201,0,NA,18250,4852,4531,0.03,0.20721308464538307,0.16008011949566658,0.1695990548529895,0,0.8016679263252346,0.9064585089709842,0.3475895539541729,0.8200747466345458
rel0p0300_fy0p2073_p0p0151_q0p1832_fl0p0000_fs0p9776_mu0p8207_j0p9454_c0p8008,0,NA,18250,5094,1278,0.03,0.20733352453947068,0.01514504518522415,0.18316787680429408,0,0.9775851609228086,0.8207336724050622,0.9454123987297062,0.8007981869655475
rel0p0300_fy0p2074_p0p0761_q0p1231_fl0p0000_fs0p8934_mu0p8140_j0p2477_c0p8468,0,NA,18250,5022,3784,0.03,0.20741365772325543,0.07605221959553193,0.12308471557936632,0,0.8933697652553674,0.813976475839438,0.24769321117110085,0.8468146291661263
rel0p0300_fy0p2075_p0p0668_q0p1467_fl0p0000_fs0p9440_mu0p8497_j0p6703_c0p8392,0,NA,18250,5015,6377,0.03,0.2075467525116168,0.06676342817051337,0.14672683320817537,0,0.9439713190467562,0.849652314276984,0.670328812602628,0.8391556092784415
rel0p0300_fy0p2075_p0p1196_q0p0625_fl0p0000_fs0p8351_mu0p8532_j0p8708_c0p8283,0,NA,18250,5002,7051,0.03,0.2075029925064184,0.11959771714682228,0.06248366219410208,0,0.8350552615675936,0.8531671604086831,0.8707759450386744,0.8283281516939169
rel0p0300_fy0p2076_p0p0852_q0p1204_fl0p0000_fs0p8316_mu0p9931_j0p1580_c0p9424,0,NA,18250,5155,6325,0.03,0.2076250248295069,0.08520333005094902,0.12042466524585148,0,0.8316402091173503,0.9930704335174012,0.15795611388785766,0.942415288655446
rel0p0300_fy0p2077_p0p0823_q0p1959_fl0p0000_fs0p9174_mu0p9710_j0p9557_c0p8744,0,NA,18250,5053,168,0.03,0.20768175142282624,0.08226312970994507,0.1959148118681228,0,0.9174037245557318,0.9709687773718404,0.9557424318500328,0.8744276641601604
rel0p0300_fy0p2078_p0p0780_q0p1551_fl0p0000_fs0p9701_mu0p8124_j0p0380_c0p8551,0,NA,18250,5120,7255,0.03,0.2077816199468635,0.07801886541299523,0.15507596043769736,0,0.970075851613083,0.8124078251893306,0.03797599347357172,0.8551285059403628
