tag,elim,t_elim_years,t_end_days,final_f,set_id,rel,fy,p,q,fl,fs,mu,j,c
rel0p0300_fy0p3085_p0p1588_q0p1793_fl0p0000_fs0p8875_mu0p9849_j0p8534_c0p9446,0,NA,18250,4937,6062,0.03,0.30847779324570673,0.1587713240377605,0.17928004937652964,0,0.8875121276654816,0.9848581377159524,0.8534251017262228,0.9445601886148473
rel0p0300_fy0p3085_p0p1635_q0p1238_fl0p0000_fs0p8453_mu0p9965_j0p0746_c0p8286,0,NA,18250,4859,4215,0.03,0.3085473408137076,0.16354852880198975,0.12383539419008883,0,0.8452586028018547,0.996498743611807,0.07462014978791122,0.828608215372013
rel0p0300_fy0p3086_p0p1633_q0p0040_fl0p0000_fs0p8778_mu0p9271_j0p4965_c0p8876,0,NA,18250,5039,3105,0.03,0.30862300586817787,0.16326336034654643,0.00403421038625296,0,0.8778447040029616,0.9271282072365516,0.4964766676304862,0.8875975555955898
rel0p0300_fy0p3087_p0p1469_q0p1465_fl0p0000_fs0p9439_mu0p8273_j0p1582_c0p9710,0,NA,18250,4963,7792,0.03,0.3086882300135121,0.14689153096284718,0.14650499224817845,0,0.9438585814569704,0.8273452622213681,0.158225420016353,0.9710003464798256
rel0p0300_fy0p3088_p0p0225_q0p1013_fl0p0000_fs0p9021_mu0p8724_j0p8442_c0p9137,0,NA,18250,5132,1074,0.03,0.30881587644306946,0.02245278962987475,0.1012753418549616,0,0.9021310729081043,0.8724124165653437,0.8442269649396883,0.9137082983111868
rel0p0300_fy0p3088_p0p0581_q0p0012_fl0p0000_fs0p8014_mu0p8177_j0p2492_c0p9000,0,NA,18250,5177,6916,0.03,0.3087668661496975,0.05810800240128767,0.00116185058143921,0,0.8013506233070092,0.8177479511793098,0.2492108822240727,0.9000489972785302
rel0p0300_fy0p3089_p0p1371_q0p0574_fl0p0000_fs0p8033_mu0p8481_j0p7601_c0p9495,0,NA,18250,4662,1168,0.03,0.3088861502409913,0.13712473424758762,0.05742638405754231,0,0.8033273713631044,0.8481313719161088,0.760086545607727,0.94945208131487
rel0p0300_fy0p3090_p0p1857_q0p1540_fl0p0000_fs0p8383_mu0p9790_j0p6481_c0p9049,0,NA,18250,4941,5081,0.03,0.3089944243423455,0.18566842540973333,0.15396261764639524,0,0.8383119325216069,0.978956776798754,0.6481270209242357,0.9049480272579612
rel0p0300_fy0p3091_p0p0072_q0p1378_fl0p0000_fs0p8211_mu0p8776_j0p1708_c0p9241,0,NA,18250,5132,4017,0.03,0.3091004338851199,0.00718174640176817,0.13784305020554924,0,0.8210782525314717,0.8776320828818484,0.1708102144030854,0.9241122803884418
rel0p0300_fy0p3092_p0p0624_q0p0936_fl0p0000_fs0p9848_mu0p8740_j0p4043_c0p8777,0,NA,18250,5138,3127,0.03,0.30920289445804433,0.06240442871223204,0.09356500985049176,0,0.9847621036083576,0.873962432432021,0.404265127790207,0.8777473709839909
rel0p0300_fy0p3092_p0p0851_q0p0011_fl0p0000_fs0p9202_mu0p9673_j0p8635_c0p9981,0,NA,18250,4943,61,0.03,0.30917711871055886,0.08508958832271397,0.00111825396034866,0,0.9201885321065644,0.967288896336141,0.8635123027994996,0.9980752616168186
rel0p0300_fy0p3093_p0p0423_q0p0124_fl0p0000_fs0p9738_mu0p8251_j0p8333_c0p9545,1,10.758904109589041,3927,0,5892,0.03,0.3093334036133438,0.04230354106974322,0.01235478938661515,0,0.9737742651622788,0.8250800290773157,0.8332567005406134,0.9544707410176796
rel0p0300_fy0p3094_p0p0437_q0p0593_fl0p0000_fs0p8202_mu0p8835_j0p9036_c0p9812,0,NA,18250,4995,299,0.03,0.3093898671791889,0.0437313462383207,0.05925192400425673,0,0.8202015033516987,0.8834585978345434,0.9035682728188112,0.9812485303225416
rel0p0300_fy0p3095_p0p1775_q0p1054_fl0p0000_fs0p8709_mu0p8444_j0p5946_c0p8810,0,NA,18250,4940,3218,0.03,0.30945064497180286,0.1775038033264503,0.10535981633917896,0,0.8708772850497486,0.8443508967045789,0.5945664710137993,0.8809801529992838
rel0p0300_fy0p3096_p0p0121_q0p0436_fl0p0000_fs0p8511_mu0p9283_j0p1388_c0p8985,1,13.342465753424657,4870,0,6518,0.03,0.3095868545533158,0.01206389179927762,0.04363493903489318,0,0.8511187064009532,0.9283390903438022,0.1387685836427845,0.8984688259417937
rel0p0300_fy0p3097_p0p0756_q0p1005_fl0p0000_fs0p9956_mu0p9107_j0p1193_c0p8990,1,16.410958904109588,5990,0,8511,0.03,0.3096520589881949,0.07558824229001533,0.10054064503633418,0,0.995559659513524,0.9106892838810988,0.11931128232718911,0.8989546643483173
rel0p0300_fy0p3097_p0p0996_q0p0239_fl0p0000_fs0p8805_mu0p8522_j0p1686_c0p8611,0,NA,18250,5060,1017,0.03,0.3097424924229458,0.09955122428718954,0.02393282964403275,0,0.8804821127205436,0.8521566088276868,0.16863623654223048,0.8611131410133513
rel0p0300_fy0p3098_p0p1373_q0p0301_fl0p0000_fs0p9280_mu0p9498_j0p7737_c0p8483,0,NA,18250,5028,3894,0.03,0.30976255360387267,0.137341127199037,0.03009717354991008,0,0.9279764223975968,0.9497638719820372,0.7737021766157355,0.848349472548482
rel0p0300_fy0p3099_p0p0148_q0p1616_fl0p0000_fs0p9402_mu0p9305_j0p0496_c0p8753,0,NA,18250,4877,3441,0.03,0.309912890315,0.01479047131747938,0.16162123944577764,0,0.9401639957506164,0.9304510778954532,0.04959500203256029,0.8752508351179212
rel0p0300_fy0p3099_p0p0748_q0p0447_fl0p0000_fs0p9441_mu0p8732_j0p6816_c0p8774,0,NA,18250,4992,7735,0.03,0.3099424118336663,0.07477628909417428,0.04468724018084816,0,0.9440934696203656,0.8732456132976758,0.6815929330445826,0.8773816724069696
rel0p0300_fy0p3100_p0p0313_q0p1380_fl0p0000_fs0p8462_mu0p8823_j0p3753_c0p8205,0,NA,18250,5371,4060,0.03,0.3100336752412096,0.03133395459220745,0.13802387716175524,0,0.8462356411335199,0.8823062496740185,0.3753028139758389,0.8204627322359057
rel0p0300_fy0p3101_p0p1641_q0p1971_fl0p0000_fs0p9007_mu0p8384_j0p5002_c0p9810,0,NA,18250,5112,7392,0.03,0.31014026467379185,0.16412910762863234,0.1971438950276841,0,0.9007128339057882,0.8383567261452833,0.5002128796831472,0.9810311800612556
rel0p0300_fy0p3102_p0p0533_q0p0134_fl0p0000_fs0p8607_mu0p9522_j0p3436_c0p8126,0,NA,18250,4758,8292,0.03,0.31022505812903867,0.05330224802176003,0.01338071139391977,0,0.8607011538610375,0.9522403791998234,0.34362283427382356,0.8126419594059373
rel0p0300_fy0p3103_p0p1571_q0p0007_fl0p0000_fs0p8842_mu0p8630_j0p4935_c0p8753,0,NA,18250,5139,8353,0.03,0.3103134235424735,0.15714809315507303,7.32095139590092e-4,0,0.8842114305286063,0.8630019966277946,0.4934640230818651,0.8753417069480196
rel0p0300_fy0p3104_p0p1316_q0p1868_fl0p0000_fs0p8533_mu0p9553_j0p6290_c0p8271,0,NA,18250,5239,7883,0.03,0.3103891115403734,0.1316166246560635,0.18678131335366055,0,0.8533229663412041,0.9553281006131042,0.629034580663545,0.8270585495703622
rel0p0300_fy0p3104_p0p1509_q0p1418_fl0p0000_fs0p8512_mu0p8693_j0p7654_c0p8674,0,NA,18250,4977,9325,0.03,0.3104008051362634,0.15093238624731545,0.14181739138717764,0,0.8511657036992721,0.8693202881383757,0.7653581843165681,0.8674270005093748
rel0p0300_fy0p3105_p0p1431_q0p1559_fl0p0000_fs0p9771_mu0p8896_j0p3808_c0p8015,0,NA,18250,5090,708,0.03,0.3105389560046606,0.1431078718962148,0.1559126456855051,0,0.9771259560145344,0.889641241758722,0.3808303882915527,0.801471572287134
rel0p0300_fy0p3106_p0p1874_q0p0141_fl0p0000_fs0p8813_mu0p8277_j0p0194_c0p9348,0,NA,18250,5140,6390,0.03,0.3105638267650828,0.1873591652839398,0.01411811847681645,0,0.8813369763293584,0.8277132588157384,0.0193642292888835,0.9347664962288784
rel0p0300_fy0p3107_p0p1310_q0p1259_fl0p0000_fs0p8755_mu0p9893_j0p2074_c0p9863,1,15.715068493150685,5736,0,1651,0.03,0.31065732151733716,0.13098213183767163,0.12592302961437962,0,0.8754888196361624,0.989259277433022,0.2074418024686631,0.9863327353250608
rel0p0300_fy0p3107_p0p1813_q0p0304_fl0p0000_fs0p8304_mu0p8864_j0p3046_c0p8943,0,NA,18250,4966,1870,0.03,0.310724915248137,0.1813188458518591,0.03035738353285938,0,0.8303578403204122,0.8863620091764582,0.30455206857752054,0.894321671710778
rel0p0300_fy0p3109_p0p0587_q0p1863_fl0p0000_fs0p9349_mu0p9743_j0p7646_c0p9132,0,NA,18250,4972,5272,0.03,0.3108721196314879,0.058685677742525,0.1862559886730509,0,0.934868254355928,0.9743034741225234,0.7646278743327596,0.9132135461663408
rel0p0300_fy0p3109_p0p0743_q0p0840_fl0p0000_fs0p9146_mu0p9208_j0p9311_c0p8984,0,NA,18250,4930,5929,0.03,0.3108804682480172,0.07433949445893988,0.08400488015051,0,0.9145898543569166,0.9208327752750088,0.931148821652704,0.8983686566047231
rel0p0300_fy0p3110_p0p1456_q0p0926_fl0p0000_fs0p8350_mu0p9044_j0p3633_c0p8603,0,NA,18250,4881,6423,0.03,0.3110330752314069,0.14563219587429893,0.09264103559565733,0,0.8350025389112625,0.904391018385426,0.363317097189324,0.8602748232372338
rel0p0300_fy0p3111_p0p0591_q0p0439_fl0p0000_fs0p9547_mu0p8279_j0p3958_c0p9645,0,NA,18250,4927,2494,0.03,0.3110935206318647,0.05905075774483383,0.04393515148351434,0,0.9546709900802002,0.8278694665234024,0.39575084882727823,0.9645157413617614
rel0p0300_fy0p3112_p0p0529_q0p0297_fl0p0000_fs0p9183_mu0p9470_j0p7071_c0p8363,0,NA,18250,4951,7170,0.03,0.31115162961851806,0.05288652933156584,0.02969833283678628,0,0.9182692096872908,0.9469879314086308,0.7071493186095962,0.8363407881117193
rel0p0300_fy0p3113_p0p0935_q0p0090_fl0p0000_fs0p8530_mu0p9413_j0p2003_c0p8311,0,NA,18250,4911,4040,0.03,0.31127454381197694,0.09349695420743898,0.00901478070128709,0,0.85300554824939,0.9413233121295506,0.20027655417288187,0.831096248838245
rel0p0300_fy0p3114_p0p0310_q0p1448_fl0p0000_fs0p9150_mu0p8077_j0p6713_c0p8302,1,15.687671232876712,5726,0,3776,0.03,0.3113598323353753,0.03095741146897897,0.1448042966616014,0,0.914953892627214,0.807716651499914,0.6713281712712488,0.83022432738652
rel0p0300_fy0p3114_p0p1928_q0p1467_fl0p0000_fs0p8097_mu0p8834_j0p4605_c0p9410,0,NA,18250,5091,260,0.03,0.3114206364058517,0.19279026849896183,0.146746634476739,0,0.8096651009141188,0.8834154224821227,0.4605294228784274,0.9409717371259444
rel0p0300_fy0p3115_p0p0828_q0p0644_fl0p0000_fs0p9745_mu0p9985_j0p9027_c0p9859,0,NA,18250,5018,5625,0.03,0.31149562757579613,0.08280170908762143,0.06444667885494419,0,0.9744653529215,0.9984675602787872,0.902667635363969,0.9859011920519823
rel0p0300_fy0p3116_p0p0285_q0p1124_fl0p0000_fs0p8974_mu0p9246_j0p8492_c0p9305,0,11.057534246575342,4036,5136,9137,0.03,0.3115551766535826,0.02851168407403864,0.11236100874229334,0,0.8973696631583804,0.9246155701726396,0.8492076985342195,0.9304941917049512
rel0p0300_fy0p3117_p0p0282_q0p0800_fl0p0000_fs0p9243_mu0p8479_j0p6061_c0p8037,0,NA,18250,5024,2590,0.03,0.31168121195975695,0.02817562854437157,0.07997910283507315,0,0.924250550102545,0.8478721054338059,0.6061365241241874,0.8036857545683673
rel0p0300_fy0p3117_p0p1241_q0p1244_fl0p0000_fs0p9259_mu0p9837_j0p8754_c0p9245,0,NA,18250,5237,3342,0.03,0.31166597738146784,0.12410509188521188,0.1243655739912484,0,0.9259234317683988,0.9836921324768476,0.8753866953359917,0.924527667041081
rel0p0300_fy0p3118_p0p1425_q0p1962_fl0p0000_fs0p9256_mu0p9853_j0p0311_c0p8318,0,NA,18250,5156,4578,0.03,0.31178521032728257,0.1424952780439099,0.1961756364991516,0,0.9255817792215012,0.9853052152928012,0.03105648060168605,0.8318071144345077
rel0p0300_fy0p3119_p0p1496_q0p0119_fl0p0000_fs0p8489_mu0p9400_j0p0586_c0p9678,1,11.454794520547946,4181,0,3325,0.03,0.311936311363075,0.1495639391548792,0.0119466254685074,0,0.848909256515,0.9399641777589218,0.05860495983147994,0.9677772097576688
rel0p0300_fy0p3119_p0p1660_q0p1522_fl0p0000_fs0p8109_mu0p9717_j0p0284_c0p9716,0,NA,18250,5245,2522,0.03,0.31186660255815835,0.16602556599876844,0.152219102096539,0,0.8109117913424364,0.9717326137837488,0.02839886088140774,0.971646489426312
rel0p0300_fy0p3120_p0p1117_q0p1784_fl0p0000_fs0p8511_mu0p9854_j0p4734_c0p8110,0,NA,18250,4998,6980,0.03,0.3120160154973902,0.11166760416268372,0.1784413828286948,0,0.8510926949968701,0.9853813074038132,0.47343442791742274,0.810978867539093
rel0p0300_fy0p3122_p0p0388_q0p0358_fl0p0000_fs0p9242_mu0p9642_j0p4890_c0p9407,1,10.282191780821918,3753,0,8299,0.03,0.3122490993957594,0.03880108952243347,0.03575693627745379,0,0.924216588133066,0.9642334091864386,0.4890163755398942,0.9407118895172748
rel0p0300_fy0p3122_p0p0794_q0p0562_fl0p0000_fs0p9887_mu0p9728_j0p7414_c0p9030,1,9.953424657534246,3633,0,7253,0.03,0.31215722568033266,0.07937961832859554,0.05619643618309405,0,0.9887114927138948,0.9727806269319774,0.7414481919297715,0.9029605566537846
rel0p0300_fy0p3122_p0p1917_q0p0114_fl0p0000_fs0p8039_mu0p9430_j0p7921_c0p8882,0,NA,18250,5084,441,0.03,0.31218285979405047,0.1916671096532373,0.01144091314479243,0,0.803927854138408,0.9429792038881826,0.7921089338208781,0.8882148745576711
rel0p0300_fy0p3124_p0p0123_q0p1404_fl0p0000_fs0p8245_mu0p9009_j0p9413_c0p9453,0,11.706849315068494,4273,4989,334,0.03,0.3123902687237412,0.01226888800067827,0.1403823798744008,0,0.8245317774391501,0.9008874752794952,0.9413367394708564,0.9453472538208588
rel0p0300_fy0p3125_p0p1093_q0p0153_fl0p0000_fs0p8980_mu0p8525_j0p3204_c0p8353,0,NA,18250,4960,4519,0.03,0.312534396992214,0.10934904767444822,0.01526280121990945,0,0.8980468141741259,0.8524754560966278,0.32037060065467377,0.8353463656229061
rel0p0300_fy0p3125_p0p1798_q0p1711_fl0p0000_fs0p9291_mu0p8790_j0p7786_c0p9181,0,NA,18250,5138,1926,0.03,0.3124547755451687,0.1797612004896393,0.17107557846153154,0,0.929100245090453,0.8789774087661365,0.7786476416645339,0.9181178259452945
rel0p0300_fy0p3126_p0p1143_q0p0587_fl0p0000_fs0p8231_mu0p8764_j0p2090_c0p9735,1,12.580821917808219,4592,0,5285,0.03,0.31262558652739975,0.11432770592870656,0.05868486613445916,0,0.8231305556662148,0.8763729008530825,0.20900743160336277,0.9735277468964736
rel0p0300_fy0p3127_p0p1438_q0p0510_fl0p0000_fs0p8459_mu0p9956_j0p3467_c0p9328,0,NA,18250,5084,1111,0.03,0.3127167311295681,0.14375595676213038,0.05103731193483342,0,0.8459387709402246,0.9956062146946044,0.3466905858265003,0.9327622845718964
rel0p0300_fy0p3128_p0p1594_q0p0981_fl0p0000_fs0p8199_mu0p8615_j0p3917_c0p9942,0,NA,18250,4915,4272,0.03,0.31275970416760074,0.15943591076842045,0.09813236590633637,0,0.8199365581113566,0.861488922223933,0.39170570782825814,0.9942084377567052
rel0p0300_fy0p3128_p0p1672_q0p0941_fl0p0000_fs0p9294_mu0p9698_j0p6729_c0p8228,0,NA,18250,5256,6402,0.03,0.3128308027463779,0.16716548436639367,0.09407759203461,0,0.9294386653861728,0.9697542755093054,0.6729403019421268,0.8228187811220671
rel0p0300_fy0p3129_p0p1713_q0p1453_fl0p0000_fs0p8086_mu0p8105_j0p4725_c0p9157,0,NA,18250,5107,1520,0.03,0.31288571406414734,0.17125219068454578,0.14532670649942478,0,0.8086091945897742,0.8104990174780461,0.4725393630880397,0.9156951144262684
rel0p0300_fy0p3130_p0p0812_q0p0892_fl0p0000_fs0p9915_mu0p8382_j0p7803_c0p8208,0,NA,18250,5171,7546,0.03,0.3130099711009115,0.08124398466379848,0.0891749740242539,0,0.9915058462390955,0.8381776018313878,0.7803037252560026,0.8208054349643179
rel0p0300_fy0p3131_p0p1507_q0p1132_fl0p0000_fs0p8007_mu0p8688_j0p4302_c0p9914,0,NA,18250,5150,9646,0.03,0.31305826956447214,0.15068412360680292,0.11316383186258376,0,0.8007262399064098,0.8688093734544655,0.4302148347632261,0.9913694583291282
rel0p0300_fy0p3132_p0p0367_q0p1299_fl0p0000_fs0p8767_mu0p9226_j0p4574_c0p9709,1,11.575342465753424,4225,0,6,0.03,0.31321538906330243,0.03672802425030619,0.1298953936706111,0,0.8767491642048443,0.9225679097269848,0.4574257749769604,0.9708567131505814
rel0p0300_fy0p3132_p0p0693_q0p0645_fl0p0000_fs0p9445_mu0p9136_j0p8073_c0p8429,0,NA,18250,5167,3386,0.03,0.3131701062208973,0.06928980211889837,0.06452439844432753,0,0.9445173141624872,0.913589458693308,0.8072743107968942,0.8428793835125584
rel0p0300_fy0p3133_p0p0862_q0p1147_fl0p0000_fs0p9334_mu0p9498_j0p4196_c0p9963,0,NA,18250,5020,7845,0.03,0.31331223138563336,0.08621860491188243,0.11467927387341392,0,0.9334004976961344,0.9498466741620702,0.4195861552783288,0.9962939171621716
rel0p0300_fy0p3134_p0p1013_q0p1912_fl0p0000_fs0p9387_mu0p8712_j0p7171_c0p9451,0,NA,18250,4815,9153,0.03,0.31342505109960217,0.1013169693363784,0.1911926666912297,0,0.9387260734402436,0.8712492496489873,0.7171054291485576,0.9451469120053296
rel0p0300_fy0p3135_p0p0970_q0p1782_fl0p0000_fs0p9631_mu0p9144_j0p4388_c0p9672,0,NA,18250,5027,138,0.03,0.3134746606178768,0.0969724204789102,0.17816936948605813,0,0.963064390222039,0.9144351902635444,0.43880324838098606,0.967167292606919
rel0p0300_fy0p3136_p0p1059_q0p1853_fl0p0000_fs0p8180_mu0p9871_j0p4035_c0p8803,0,NA,18250,5221,4878,0.03,0.3135666716191545,0.10592098822513596,0.18531782994034235,0,0.8179554950358673,0.9871192467336264,0.40348397648490497,0.8803358593917125
rel0p0300_fy0p3137_p0p0875_q0p1011_fl0p0000_fs0p8157_mu0p8145_j0p5362_c0p8034,0,NA,18250,4886,7240,0.03,0.3136592263714038,0.08745184903411196,0.10112340661174618,0,0.8156715552712465,0.8145376496281382,0.5361806015212321,0.8034193059448712
rel0p0300_fy0p3137_p0p1522_q0p0106_fl0p0000_fs0p9367_mu0p8642_j0p8266_c0p9007,0,NA,18250,5111,8223,0.03,0.3137042331621237,0.15223893733674662,0.01056011258542072,0,0.9366996797180036,0.8642172566646245,0.8265669474538881,0.9006839546570369
rel0p0300_fy0p3138_p0p0226_q0p1922_fl0p0000_fs0p9768_mu0p8054_j0p0976_c0p9527,1,14.323287671232876,5228,0,4594,0.03,0.31376430705351754,0.02259244153150357,0.1921693164780317,0,0.9767513492575428,0.805386942669102,0.0975714365830412,0.9526895733445372
rel0p0300_fy0p3139_p0p0555_q0p0062_fl0p0000_fs0p9197_mu0p8388_j0p4363_c0p8799,0,NA,18250,5096,5209,0.03,0.3138757945900038,0.05548106583297718,0.00623034581814426,0,0.9197101258684508,0.8388203503946355,0.43628765678936615,0.8798995083192503
rel0p0300_fy0p3139_p0p1760_q0p1582_fl0p0000_fs0p8774_mu0p9167_j0p1015_c0p9579,0,NA,18250,5200,4425,0.03,0.3139475768308528,0.17604187300084162,0.1582141154294461,0,0.8773696617413778,0.9167220873973984,0.10148712379364296,0.95789515113011
rel0p0300_fy0p3140_p0p1562_q0p0636_fl0p0000_fs0p8335_mu0p9615_j0p0441_c0p9913,1,11.687671232876712,4266,0,603,0.03,0.3140396019400098,0.156248539494453,0.0635780168403266,0,0.8334552058249526,0.9614962477615708,0.04405401507739443,0.99127514738366
rel0p0300_fy0p3141_p0p1027_q0p1436_fl0p0000_fs0p9421_mu0p9840_j0p6583_c0p9972,0,NA,18250,5060,6615,0.03,0.3141240380504169,0.1027205350389937,0.1436408417384979,0,0.9421138929908862,0.9840351945536908,0.6582927075852174,0.9971656782790134
rel0p0300_fy0p3142_p0p1868_q0p0902_fl0p0000_fs0p9938_mu0p9017_j0p3078_c0p8141,0,NA,18250,5002,5984,0.03,0.3141966333521903,0.1868410628097132,0.0902249168918049,0,0.993782943729926,0.9016970076492662,0.30779438788155095,0.8140663217664278
rel0p0300_fy0p3143_p0p1849_q0p0872_fl0p0000_fs0p8879_mu0p9109_j0p1476_c0p8602,0,NA,18250,5014,4919,0.03,0.3142584827404656,0.1848882540253876,0.0872251405421598,0,0.8879451048000158,0.9109026080861689,0.1476180355886463,0.8602265197252297
rel0p0300_fy0p3144_p0p0898_q0p1030_fl0p0000_fs0p8050_mu0p8022_j0p8978_c0p9509,0,NA,18250,5075,9310,0.03,0.31440184605024757,0.08981313887004741,0.10296628380511888,0,0.8049551321992185,0.802205949865114,0.897783999385126,0.9509189885400235
rel0p0300_fy0p3144_p0p1327_q0p0748_fl0p0000_fs0p8770_mu0p9166_j0p1380_c0p8138,0,NA,18250,5112,8922,0.03,0.3143687457522936,0.13272585405780468,0.07476781065716874,0,0.8769682213265263,0.9166204663623264,0.13800106266366782,0.8137713848184841
rel0p0300_fy0p3146_p0p0184_q0p0378_fl0p0000_fs0p9786_mu0p9342_j0p9846_c0p8869,0,NA,18250,4984,7580,0.03,0.31461025364369155,0.01839747364299372,0.03777492222201079,0,0.9786318019492832,0.9341756892173272,0.9846263370482252,0.8869329324350599
rel0p0300_fy0p3146_p0p0736_q0p1845_fl0p0000_fs0p9288_mu0p8284_j0p1303_c0p8852,0,NA,18250,5180,7077,0.03,0.3145502041396499,0.07362262323271017,0.18451371919109952,0,0.92882269415617,0.8283874935428799,0.13031844798144884,0.8851717469162401
rel0p0300_fy0p3147_p0p1821_q0p0996_fl0p0000_fs0p8417_mu0p9479_j0p9135_c0p9068,0,NA,18250,4833,9373,0.03,0.3146534219139815,0.1821090127825551,0.09956909499426372,0,0.8417190510320757,0.9478852311879862,0.9134711911939316,0.9068023052954116
rel0p0300_fy0p3148_p0p0880_q0p0558_fl0p0000_fs0p8903_mu0p9065_j0p2162_c0p9456,0,NA,18250,4824,5615,0.03,0.31478391323477034,0.08796197434487753,0.05575784037034027,0,0.8902870293703768,0.9065302406710946,0.21616492887514177,0.9455893341070274
rel0p0300_fy0p3148_p0p1421_q0p1639_fl0p0000_fs0p9327_mu0p9997_j0p5832_c0p9541,0,NA,18250,5070,6711,0.03,0.31480541140619667,0.14211027231124695,0.16389122260941658,0,0.9327081949646678,0.9996579366177926,0.5831648970768787,0.9540974527963064
rel0p0300_fy0p3149_p0p0626_q0p0564_fl0p0000_fs0p8498_mu0p8644_j0p9276_c0p9971,1,10.252054794520548,3742,0,2513,0.03,0.31488195510853084,0.06260664151364473,0.05637723256279249,0,0.8498235311394697,0.8643657589044422,0.9275628173300764,0.9970879389880084
rel0p0300_fy0p3150_p0p1856_q0p0678_fl0p0000_fs0p8424_mu0p8623_j0p8698_c0p8185,0,NA,18250,5170,7824,0.03,0.315016389466431,0.18563008351997473,0.06780118748106062,0,0.8423838930761908,0.8622844033988473,0.8697718338952399,0.8185127082027542
rel0p0300_fy0p3151_p0p0873_q0p0811_fl0p0000_fs0p8351_mu0p8735_j0p4887_c0p8930,0,NA,18250,4995,8013,0.03,0.3150558936521411,0.08725433572772424,0.08112007627046668,0,0.8351003057215642,0.8735184805679321,0.4887168701192597,0.8930377165158652
rel0p0300_fy0p3152_p0p1255_q0p0815_fl0p0000_fs0p9754_mu0p8218_j0p3681_c0p9692,0,NA,18250,4998,8967,0.03,0.31521071851903576,0.12547299030748665,0.08148342745680828,0,0.9754100022005756,0.8218032879037177,0.36808985077901746,0.9691947656893078
rel0p0300_fy0p3152_p0p1862_q0p1949_fl0p0000_fs0p9727_mu0p8965_j0p6606_c0p9126,0,NA,18250,5256,2182,0.03,0.31515481354814023,0.1862183183510788,0.19489152819059324,0,0.972659356960347,0.8964903933914891,0.6606009686462814,0.9125559021918662
rel0p0300_fy0p3153_p0p0697_q0p1065_fl0p0000_fs0p9088_mu0p8253_j0p5455_c0p8631,0,NA,18250,5087,2194,0.03,0.3152935842845589,0.06974527199083473,0.10647744705092162,0,0.9087875611604472,0.8252709162214585,0.5454980220207013,0.863068252373743
rel0p0300_fy0p3154_p0p0502_q0p0220_fl0p0000_fs0p9756_mu0p9854_j0p8598_c0p8355,0,NA,18250,4935,2671,0.03,0.31542579977354035,0.0502213543470623,0.02204724756076466,0,0.9755705231955228,0.9854489104362112,0.8598413648613962,0.8355096213376383
rel0p0300_fy0p3155_p0p0156_q0p0802_fl0p0000_fs0p9681_mu0p8412_j0p2532_c0p8709,0,NA,18250,5136,1606,0.03,0.3155229330712371,0.01558335389671847,0.08018681734989863,0,0.9681306031014676,0.8411771059991606,0.2531660925605567,0.8709092676503863
rel0p0300_fy0p3155_p0p1854_q0p1687_fl0p0000_fs0p9426_mu0p8410_j0p0415_c0p8914,0,NA,18250,5027,7523,0.03,0.31545975511662666,0.18542908570626285,0.16872489849953912,0,0.9425691819633636,0.8409773771864223,0.04149891257784329,0.8913713273210777
rel0p0300_fy0p3156_p0p0414_q0p0709_fl0p0000_fs0p8826_mu0p9417_j0p7069_c0p8931,0,NA,18250,5163,3976,0.03,0.31564943894704806,0.04141064235901925,0.07089117230780423,0,0.8825972584901238,0.94172817149858,0.7069453980353195,0.8931490391962928
rel0p0300_fy0p3157_p0p1967_q0p0329_fl0p0000_fs0p9732_mu0p9838_j0p7081_c0p9275,0,NA,18250,5072,5460,0.03,0.3156899425653741,0.19673687072984877,0.0329344259976875,0,0.9732265368688248,0.9837800280240924,0.7080793509588577,0.927476630459116
rel0p0300_fy0p3158_p0p0581_q0p1310_fl0p0000_fs0p9829_mu0p8292_j0p6689_c0p9513,0,NA,18250,5010,7791,0.03,0.31580681472737343,0.05813884094338398,0.13103135084937328,0,0.9829361580202776,0.8291529017947707,0.6688660137778148,0.9512961989516718
rel0p0300_fy0p3159_p0p1866_q0p1440_fl0p0000_fs0p8536_mu0p8226_j0p7593_c0p8715,0,NA,18250,5098,5007,0.03,0.3158855887688883,0.186604123978368,0.1439653379111411,0,0.8536192793464381,0.8225573383610137,0.7593422287273454,0.8715090952897212
rel0p0300_fy0p3160_p0p1748_q0p0913_fl0p0000_fs0p9632_mu0p8606_j0p2132_c0p8717,0,NA,18250,5066,9507,0.03,0.3160341604584828,0.17478907462990378,0.0912533544633072,0,0.9632013765155896,0.8605987118372321,0.2131559559171321,0.8717324766096007
rel0p0300_fy0p3160_p0p1933_q0p1532_fl0p0000_fs0p9644_mu0p9172_j0p4094_c0p8647,0,NA,18250,5119,6333,0.03,0.31595995498143137,0.1932944167308137,0.15321326375286562,0,0.96444724763243,0.9172441866008798,0.40939306930920577,0.8646988115428761
rel0p0300_fy0p3161_p0p0084_q0p1386_fl0p0000_fs0p8728_mu0p9996_j0p4335_c0p9180,1,14.520547945205479,5300,0,1874,0.03,0.3161459640368447,0.00838796117850579,0.1386368511913065,0,0.8727527724804077,0.9996295627030404,0.4334524896892486,0.9180432748887176
rel0p0300_fy0p3162_p0p0738_q0p0472_fl0p0000_fs0p8295_mu0p8090_j0p4178_c0p9527,0,NA,18250,5024,2424,0.03,0.3162386220061034,0.07377589950212278,0.04721769016384147,0,0.8295140644369414,0.8089696430928727,0.4177753498831298,0.9527000369471312
